Book,Chapter,Verse,Ref,Arabic,Indonesian,KitabSuci,Notes
Keluaran,2,6,Keluaran 2:6,وَلَمَّا فَتَحَتْهُ رَأَتِ ٱلْوَلَدَ، وَإِذَا هُوَ صَبِيٌّ يَبْكِي. فَرَقَّتْ لَهُ وَقَالَتْ: «هَذَا مِنْ أَوْلَادِ ٱلْعِبْرَانِيِّينَ».,"Sewaktu dia membukanya, dia melihat bayi itu, dan lihatlah, bayi itu menangis. Dia pun berbelaskasihan kepadanya dan berkata, “Ini pasti salah satu anak orang Ibrani.”","Ketika ia membukanya, tampaklah bayi itu. Anak itu sedang menangis sehingga timbullah belas kasihannya kepadanya. Katanya, “Tentulah ini bayi orang Ibrani.”",
Keluaran,2,7,Keluaran 2:7,فَقَالَتْ أُخْتُهُ لِٱبْنَةِ فِرْعَوْنَ: «هَلْ أَذْهَبُ وَأَدْعُو لَكِ ٱمْرَأَةً مُرْضِعَةً مِنَ ٱلْعِبْرَانِيَّاتِ لِتُرْضِعَ لَكِ ٱلْوَلَدَ؟»,"Kakak bayi itu berkata kepada putri Firaun, “Bolehkah aku pergi dan memanggil pengasuh dari perempuan Ibrani untuk menyusui bayi itu bagi engkau?”","Kemudian, kakak anak itu bertanya kepada putri Firaun, “Bolehkah hamba pergi memanggilkan bagi Tuan Putri seorang inang penyusu dari perempuan Ibrani untuk menyusui bayi ini bagi Tuan Putri?”",
Keluaran,2,8,Keluaran 2:8,فَقَالَتْ لَهَا ٱبْنَةُ فِرْعَوْنَ: «ٱذْهَبِي». فَذَهَبَتِ ٱلْفَتَاةُ وَدَعَتْ أُمَّ ٱلْوَلَدِ.,"Putri Firaun berkata kepadanya, “Ya, pergilah.” Lalu, gadis itu pergi dan memanggil ibu bayi itu.","Jawab putri Firaun kepadanya, “Baik, pergilah.” Gadis itu pun pergi memanggil ibu bayi itu.",
Keluaran,2,9,Keluaran 2:9,فَقَالَتْ لَهَا ٱبْنَةُ فِرْعَوْنَ: «ٱذْهَبِي بِهَذَا ٱلْوَلَدِ وَأَرْضِعِيهِ لِي وَأَنَا أُعْطِي أُجْرَتَكِ». فَأَخَذَتِ ٱلْمَرْأَةُ ٱلْوَلَدَ وَأَرْضَعَتْهُ.,"Putri Firaun berkata kepada ibu bayi itu, “Bawalah bayi ini dan susuilah dia bagiku. Aku akan memberikan upahmu kepadamu.” Lalu, perempuan itu mengambil bayi itu dan menyusuinya.","Lalu, kata putri Firaun kepada ibu itu, “Bawalah bayi ini dan susuilah dia bagiku. Aku akan memberimu upah.” Maka, ibu itu mengambil bayi itu dan menyusuinya.",
Keluaran,2,10,Keluaran 2:10,وَلَمَّا كَبِرَ ٱلْوَلَدُ جَاءَتْ بِهِ إِلَى ٱبْنَةِ فِرْعَوْنَ فَصَارَ لَهَا ٱبْنًا، وَدَعَتِ ٱسْمَهُ «مُوسَى» وَقَالَتْ: «إِنِّي ٱنْتَشَلْتُهُ مِنَ ٱلْمَاءِ».,"Setelah anak itu bertambah besar, ibunya membawa dia kepada putri Firaun dan anak itu menjadi anaknya. Dia menamainya Musa, katanya, “Sebab, aku telah menariknya keluar dari air.”","Setelah anak itu besar, ibu itu membawanya kepada putri Firaun, yang mengangkatnya menjadi anaknya. Dinamainya anak itu Musa, katanya, “Sebab aku menarik dia keluar dari air.”",
Keluaran,2,11,Keluaran 2:11,وَحَدَثَ فِي تِلْكَ ٱلْأَيَّامِ لَمَّا كَبِرَ مُوسَى أَنَّهُ خَرَجَ إِلَى إِخْوَتِهِ لِيَنْظُرَ فِي أَثْقَالِهِمْ، فَرَأَى رَجُلًا مِصْرِيًّا يَضْرِبُ رَجُلًا عِبْرَانِيًّا مِنْ إِخْوَتِهِ،,"Pada suatu hari, ketika Musa sudah dewasa, dia pergi kepada saudara-saudaranya dan melihat kerja paksa mereka. Lalu, dia melihat seorang Mesir sedang memukuli seorang Ibrani, salah satu dari saudara-saudaranya itu.","Suatu hari, ketika Musa sudah besar, ia keluar mendapatkan saudara-saudaranya dan melihat beban mereka akibat kerja paksa. Lalu, dilihatnya seorang Mesir memukuli seorang Ibrani, salah satu dari saudara-saudaranya itu.",
Keluaran,2,12,Keluaran 2:12,فَٱلْتَفَتَ إِلَى هُنَا وَهُنَاكَ وَرَأَى أَنْ لَيْسَ أَحَدٌ، فَقَتَلَ ٱلْمِصْرِيَّ وَطَمَرَهُ فِي ٱلرَّمْلِ.,"Dia menoleh ke sana kemari, dan ketika dia melihat bahwa di situ tidak ada orang, dia pun membunuh orang Mesir itu dan menyembunyikannya di dalam pasir.","Musa menoleh ke sana kemari, dan ketika dilihatnya tidak ada seorang pun, dibunuhnyalah orang Mesir itu, lalu disembunyikannya mayatnya dalam pasir.",
Keluaran,2,13,Keluaran 2:13,ثُمَّ خَرَجَ فِي ٱلْيَوْمِ ٱلثَّانِي وَإِذَا رَجُلَانِ عِبْرَانِيَّانِ يَتَخَاصَمَانِ، فَقَالَ لِلْمُذْنِبِ: «لِمَاذَا تَضْرِبُ صَاحِبَكَ؟»,"Keesokan harinya, ketika dia keluar, lihatlah, ada dua orang Ibrani saling berkelahi. Dia bertanya kepada orang yang bersalah, “Mengapa kamu memukul temanmu?”","Keesokan harinya, ketika ia keluar lagi, tampak dua orang Ibrani tengah berkelahi. Lalu, tanyanya kepada orang yang bersalah, “Mengapa kaupukul kawanmu?”",
Keluaran,2,14,Keluaran 2:14,فَقَالَ: «مَنْ جَعَلَكَ رَئِيسًا وَقَاضِيًا عَلَيْنَا؟ أَمُفْتَكِرٌ أَنْتَ بِقَتْلِي كَمَا قَتَلْتَ ٱلْمِصْرِيَّ؟». فَخَافَ مُوسَى وَقَالَ: «حَقًّا قَدْ عُرِفَ ٱلْأَمْرُ».,"Orang itu menjawab, “Siapa yang mengangkatmu menjadi pemimpin dan hakim atas kami? Apa engkau akan membunuhku seperti engkau membunuh orang Mesir itu?” Musa menjadi takut dan berpikir, “Pasti hal itu sudah ketahuan.”","Jawab orang itu, “Siapa yang mengangkat engkau menjadi pemimpin dan hakim atas kami? Apakah engkau berniat membunuh aku pula, seperti engkau membunuh orang Mesir itu?” Maka, takutlah Musa dan berpikir, “Pasti hal itu sudah ketahuan.”",
Keluaran,2,15,Keluaran 2:15,فَسَمِعَ فِرْعَوْنُ هَذَا ٱلْأَمْرَ، فَطَلَبَ أَنْ يَقْتُلَ مُوسَى. فَهَرَبَ مُوسَى مِنْ وَجْهِ فِرْعَوْنَ وَسَكَنَ فِي أَرْضِ مِدْيَانَ، وَجَلَسَ عِنْدَ ٱلْبِئْرِ.,"Ketika Firaun mendengar tentang hal itu, dia berusaha untuk membunuh Musa. Namun, Musa telah melarikan diri dari Firaun dan tinggal di tanah Midian. Dia duduk di tepi sebuah sumur.","Ketika Firaun mendengar hal itu, ia pun berikhtiar untuk membunuh Musa. Akan tetapi, Musa telah melarikan diri dari Firaun dan tiba di Tanah Midian. Lalu, ia duduk di dekat sebuah sumur.",
Keluaran,2,16,Keluaran 2:16,وَكَانَ لِكَاهِنِ مِدْيَانَ سَبْعُ بَنَاتٍ، فَأَتَيْنَ وَٱسْتَقَيْنَ وَمَلَأْنَ ٱلْأَجْرَانَ لِيَسْقِينَ غَنَمَ أَبِيهِنَّ.,Imam dari Midian memiliki tujuh anak perempuan. Mereka datang untuk menimba air dan mengisi palungan-palungan untuk memberi minum kawanan domba ayahnya.,"Di Midian ada seorang imam yang mempunyai tujuh anak perempuan. Anak-anak perempuan itu datang hendak menimba air dan mengisi palungan-palungan untuk memberi minum kawanan kambing domba ayahnya,",
Keluaran,2,17,Keluaran 2:17,فَأَتَى ٱلرُّعَاةُ وَطَرَدُوهُنَّ. فَنَهَضَ مُوسَى وَأَنْجَدَهُنَّ وَسَقَى غَنَمَهُنَّ.,"Para gembala datang dan mengusir mereka, tetapi Musa bangkit untuk menolong mereka dan memberi minum kawanan domba mereka.","tetapi gembala-gembala datang mengusir mereka. Maka, Musa bangkit menolong mereka dan memberi minum kawanan kambing domba mereka.",
Keluaran,2,18,Keluaran 2:18,فَلَمَّا أَتَيْنَ إِلَى رَعُوئِيلَ أَبِيهِنَّ قَالَ: «مَا بَالُكُنَّ أَسْرَعْتُنَّ فِي ٱلْمَجِيءِ ٱلْيَوْمَ؟»,"Ketika mereka kembali kepada Rehuel, ayah mereka, dia bertanya, “Mengapa hari ini kalian cepat sekali pulang?”","Ketika mereka kembali kepada Rehuel, ayah mereka, Rehuel berkata, “Mengapa kamu pulang cepat hari ini?”",
Keluaran,2,19,Keluaran 2:19,فَقُلْنَ: «رَجُلٌ مِصْرِيٌّ أَنْقَذَنَا مِنْ أَيْدِي ٱلرُّعَاةِ، وَإِنَّهُ ٱسْتَقَى لَنَا أَيْضًا وَسَقَى ٱلْغَنَمَ».,"Mereka menjawab, “Ada orang Mesir yang melepaskan kami dari tangan para gembala, bahkan dia menimbakan air untuk kami dan memberi minum kawanan domba kami.”","Jawab mereka, “Ada seorang Mesir yang menolong kami dari gangguan gembala-gembala, bahkan ia menimbakan air berlimpah-limpah untuk kami dan memberi minum kawanan kambing domba kita.”",
Keluaran,2,20,Keluaran 2:20,فَقَالَ لِبَنَاتِهِ: «وَأَيْنَ هُوَ؟ لِمَاذَا تَرَكْتُنَّ ٱلرَّجُلَ؟ ٱدْعُونَهُ لِيَأْكُلَ طَعَامًا».,"Dia bertanya kepada anak-anaknya, “Lalu, mana dia? Mengapa kamu meninggalkan orang itu? Panggillah dia, ajak dia untuk makan roti.”","Katanya kepada anak-anaknya, “Di manakah orang itu? Mengapa kamu tinggalkan dia? Ajaklah dia makan.”",
Keluaran,2,21,Keluaran 2:21,فَٱرْتَضَى مُوسَى أَنْ يَسْكُنَ مَعَ ٱلرَّجُلِ، فَأَعْطَى مُوسَى صَفُّورَةَ ٱبْنَتَهُ.,"Musa sepakat untuk tinggal bersama orang itu dan dia memberikan Zipora, anaknya, kepada Musa.","Musa bersedia tinggal di rumah orang itu, lalu orang itu memberikan Zipora, anaknya, kepada Musa untuk menjadi istrinya.",
Keluaran,2,22,Keluaran 2:22,فَوَلَدَتِ ٱبْنًا فَدَعَا ٱسْمَهُ «جَرْشُومَ»، لِأَنَّهُ قَالَ: «كُنْتُ نَزِيلًا فِي أَرْضٍ غَرِيبَةٍ».,"Kemudian, perempuan itu melahirkan seorang anak laki-laki dan Musa menamainya Gersom, sebab katanya, “Aku telah menjadi seorang pendatang di negeri asing.”","Perempuan itu melahirkan seorang anak laki-laki, lalu Musa menamainya Gersom sebab katanya, “Aku telah menjadi seorang pendatang di negeri asing.”",
Keluaran,2,23,Keluaran 2:23,وَحَدَثَ فِي تِلْكَ ٱلْأَيَّامِ ٱلْكَثِيرَةِ أَنَّ مَلِكَ مِصْرَ مَاتَ. وَتَنَهَّدَ بَنُو إِسْرَائِيلَ مِنَ ٱلْعُبُودِيَّةِ وَصَرَخُوا، فَصَعِدَ صُرَاخُهُمْ إِلَى ٱللهِ مِنْ أَجْلِ ٱلْعُبُودِيَّةِ.,"Beberapa lama berselang, Raja Mesir pun mati. Namun, keturunan Israel masih mengerang karena perbudakan, lalu mereka pun berseru-seru, dan seruan mereka karena perbudakan itu naik kepada Allah.","Dalam rentang waktu yang panjang itu mangkatlah raja Mesir. Bani Israil berkeluh kesah karena perhambaan yang berat. Mereka pun berseru-seru, hingga teriakan mereka karena perhambaan itu sampai ke hadirat Allah.",
Keluaran,2,24,Keluaran 2:24,فَسَمِعَ ٱللهُ أَنِينَهُمْ، فَتَذَكَّرَ ٱللهُ مِيثَاقَهُ مَعَ إِبْرَاهِيمَ وَإِسْحَاقَ وَيَعْقُوبَ.,"Allah mendengar erangan mereka dan Allah ingat akan perjanjian-Nya dengan Abraham, dengan Ishak, dan dengan Yakub.","Allah mendengar erangan mereka dan Allah mengingat perjanjian-Nya dengan Ibrahim, Ishak, dan Yakub.",
Keluaran,2,25,Keluaran 2:25,وَنَظَرَ ٱللهُ بَنِي إِسْرَائِيلَ وَعَلِمَ ٱللهُ.,Allah melihat keturunan Israel dan Allah memperhatikan mereka.,"Maka, Allah menilik bani Israil, dan Allah memperhatikan keadaan mereka.",
Keluaran,3,1,Keluaran 3:1,وَأَمَّا مُوسَى فَكَانَ يَرْعَى غَنَمَ يَثْرُونَ حَمِيهِ كَاهِنِ مِدْيَانَ، فَسَاقَ ٱلْغَنَمَ إِلَى وَرَاءِ ٱلْبَرِّيَّةِ وَجَاءَ إِلَى جَبَلِ ٱللهِ حُورِيبَ.,"Pada waktu itu, Musa sedang menggembalakan kawanan domba Yitro, ayah mertuanya, seorang imam dari Midian. Dia menggiring kawanan itu ke sebelah padang belantara dan tiba di gunung Allah, yaitu Horeb.","Pada suatu waktu Musa menggembalakan kawanan kambing domba milik Syu’aib, mertuanya, imam di Midian. Digiringnya hewan-hewan itu ke daerah belakang padang belantara sampai ke gunung Allah, yaitu Horeb.",
