Book,Chapter,Verse,Ref,Arabic,Indonesian,KitabSuci,Notes
Matius,1,11,Matius 1:11,وَيُوشِيَّا وَلَدَ يَكُنْيَا وَإِخْوَتَهُ عِنْدَ سَبْيِ بَابِلَ.,"Yosia adalah ayah dari Yekhonya dan saudara-saudaranya, pada masa pembuangan ke Babel.","Yosia mempunyai anak, Yekhonya dan saudara-saudaranya, pada masa bani Israil dibuang ke Babel;",
Matius,1,12,Matius 1:12,وَبَعْدَ سَبْيِ بَابِلَ يَكُنْيَا وَلَدَ شَأَلْتِئِيلَ. وَشَأَلْتِئِيلُ وَلَدَ زَرُبَّابِلَ.,"Setelah pembuangan ke Babel, Yekhonya adalah ayah dari Sealtiel. Sealtiel adalah ayah dari Zerubabel.","Yekhonya mempunyai anak, Sealtiel, setelah pembuangan ke Babel; Sealtiel mempunyai anak, Zerubabel;",
Matius,1,13,Matius 1:13,وَزَرُبَّابِلُ وَلَدَ أَبِيهُودَ. وَأَبِيهُودُ وَلَدَ أَلِيَاقِيمَ. وَأَلِيَاقِيمُ وَلَدَ عَازُورَ.,Zerubabel adalah ayah dari Abihud. Abihud adalah ayah dari Elyakim. Elyakim adalah ayah dari Azor.,"Zerubabel mempunyai anak, Abihud; Abihud mempunyai anak, Elyakim; Elyakim mempunyai anak, Azor;",
Matius,1,14,Matius 1:14,وَعَازُورُ وَلَدَ صَادُوقَ. وَصَادُوقُ وَلَدَ أَخِيمَ. وَأَخِيمُ وَلَدَ أَلِيُودَ.,Azor adalah ayah dari Zadok. Zadok adalah ayah dari Akhim. Akhim adalah ayah dari Eliud.,"Azor mempunyai anak, Zadok; Zadok mempunyai anak, Akhim; Akhim mempunyai anak, Eliud;",
Matius,1,15,Matius 1:15,وَأَلِيُودُ وَلَدَ أَلِيعَازَرَ. وَأَلِيعَازَرُ وَلَدَ مَتَّانَ. وَمَتَّانُ وَلَدَ يَعْقُوبَ.,Eliud adalah ayah dari Eleazar. Eleazar adalah ayah dari Matan. Matan adalah ayah dari Yakub.,"Eliud mempunyai anak, Eleazar; Eleazar mempunyai anak, Matan; Matan mempunyai anak, Yakub;",
Matius,1,16,Matius 1:16,وَيَعْقُوبُ وَلَدَ يُوسُفَ رَجُلَ مَرْيَمَ ٱلَّتِي وُلِدَ مِنْهَا يَسُوعُ ٱلَّذِي يُدْعَى ٱلْمَسِيحَ.,"Yakub adalah ayah dari Yusuf, suami Maria. Maria melahirkan Yesus, yang disebut Kristus.","Yakub mempunyai anak, Yusuf, yaitu suami Maryam; dari Maryam itulah lahir Isa, Sang Al-Masih.",
Matius,1,17,Matius 1:17,فَجَمِيعُ ٱلْأَجْيَالِ مِنْ إِبْراهِيمَ إِلَى دَاوُدَ أَرْبَعَةَ عَشَرَ جِيلًا، وَمِنْ دَاوُدَ إِلَى سَبْيِ بَابِلَ أَرْبَعَةَ عَشَرَ جِيلًا، وَمِنْ سَبْيِ بَابِلَ إِلَى ٱلْمَسِيحِ أَرْبَعَةَ عَشَرَ جِيلًا.,"Jadi, semua keturunan dari Abraham sampai Daud ada empat belas keturunan, dan dari Daud sampai pembuangan ke Babel ada empat belas keturunan, dan dari pembuangan ke Babel sampai Kristus ada empat belas keturunan.","Jadi, dari Nabi Ibrahim sampai Nabi Daud semuanya ada empat belas keturunan, dari Daud sampai masa pembuangan ke Babel juga ada empat belas keturunan, demikian pula dari masa pembuangan ke Babel sampai Al-Masih ada empat belas keturunan.",
Matius,1,18,Matius 1:18,أَمَّا وِلَادَةُ يَسُوعَ ٱلْمَسِيحِ فَكَانَتْ هَكَذَا: لَمَّا كَانَتْ مَرْيَمُ أُمُّهُ مَخْطُوبَةً لِيُوسُفَ، قَبْلَ أَنْ يَجْتَمِعَا، وُجِدَتْ حُبْلَى مِنَ ٱلرُّوحِ ٱلْقُدُسِ.,"Sekarang, kelahiran Kristus Yesus adalah seperti berikut. Ketika Maria, ibu-Nya sudah bertunangan dengan Yusuf, sebelum mereka hidup bersama, dia ternyata mengandung dari Roh Kudus.","Inilah riwayat kelahiran Isa Al-Masih. Ketika Maryam, ibu-Nya, masih bertunangan dengan Yusuf, ternyata Maryam telah mengandung karena kuasa Ruh Allah walaupun Maryam dan Yusuf belum melakukan hubungan sebagai suami istri.",
Matius,1,19,Matius 1:19,فَيُوسُفُ رَجُلُهَا إِذْ كَانَ بَارًّا، وَلَمْ يَشَأْ أَنْ يُشْهِرَهَا، أَرَادَ تَخْلِيَتَهَا سِرًّا.,"Namun, Yusuf, suaminya, adalah orang yang benar dan tidak mau mempermalukan Maria di muka umum , sehingga dia bermaksud untuk membebaskan Maria secara diam-diam .","Karena Yusuf, tunangannya, adalah orang yang bertakwa dan berakhlak serta tidak berniat mempermalukan Maryam, maka ia bermaksud memutuskan hubungannya dengan Maryam secara diam-diam.",
Matius,1,20,Matius 1:20,وَلَكِنْ فِيمَا هُوَ مُتَفَكِّرٌ فِي هَذِهِ ٱلْأُمُورِ، إِذَا مَلَاكُ ٱلرَّبِّ قَدْ ظَهَرَ لَهُ فِي حُلْمٍ قَائِلًا: «يَا يُوسُفُ ٱبْنَ دَاوُدَ، لَا تَخَفْ أَنْ تَأْخُذَ مَرْيَمَ ٱمْرَأَتَكَ. لِأَنَّ ٱلَّذِي حُبِلَ بِهِ فِيهَا هُوَ مِنَ ٱلرُّوحِ ٱلْقُدُسِ.,"Akan tetapi, ketika Yusuf sedang mempertimbangkan hal ini, lihat, malaikat Tuhan tampak kepadanya dalam mimpi dan berkata, “Yusuf, anak Daud, jangan takut untuk mengambil Maria sebagai istrimu karena Anak yang dikandungnya adalah dari Roh Kudus.","Tetapi, sementara ia memikirkan hal itu, malaikat Tuhan memperlihatkan diri kepadanya dalam mimpi. Malaikat itu berkata, “Hai Yusuf, anak Daud, janganlah engkau takut menerima Maryam sebagai istrimu karena anak yang ada dalam kandungannya itu berasal dari Ruh Allah.",
Matius,1,21,Matius 1:21,فَسَتَلِدُ ٱبْنًا وَتَدْعُو ٱسْمَهُ يَسُوعَ. لِأَنَّهُ يُخَلِّصُ شَعْبَهُ مِنْ خَطَايَاهُمْ».,Dia akan melahirkan seorang Anak laki-laki dan engkau akan menamai Dia Yesus karena Dia akan menyelamatkan umat-Nya dari dosa-dosa mereka.”,Ia akan melahirkan seorang anak laki-laki dan engkau harus menamai-Nya Isa karena Dialah yang akan menyelamatkan umat-Nya dari dosa-dosa mereka.”,
Matius,1,22,Matius 1:22,وَهَذَا كُلُّهُ كَانَ لِكَيْ يَتِمَّ مَا قِيلَ مِنَ ٱلرَّبِّ بِٱلنَّبِيِّ ٱلْقَائِلِ:,"Semua hal ini terjadi untuk menggenapi yang difirmankan oleh Tuhan melalui nabi-Nya,","Semua itu terjadi supaya genaplah firman yang telah disampaikan Tuhan melalui nabi-Nya,",
Matius,1,23,Matius 1:23,«هُوَذَا ٱلْعَذْرَاءُ تَحْبَلُ وَتَلِدُ ٱبْنًا، وَيَدْعُونَ ٱسْمَهُ عِمَّانُوئِيلَ» ٱلَّذِي تَفْسِيرُهُ: ٱللهُ مَعَنَا.,"“Lihatlah, seorang perawan akan mengandung dan akan melahirkan seorang anak laki-laki. Mereka akan menyebut nama-Nya Imanuel,” yang artinya: “Allah beserta kita” .","“Lihatlah! Seorang anak dara akan mengandung dan melahirkan seorang anak laki-laki. Orang akan menyebut-Nya Immanuel,” yang artinya, “Allah beserta kita.”",
Matius,1,24,Matius 1:24,فَلَمَّا ٱسْتَيْقَظَ يُوسُفُ مِنَ ٱلنَّوْمِ فَعَلَ كَمَا أَمَرَهُ مَلَاكُ ٱلرَّبِّ، وَأَخَذَ ٱمْرَأَتَهُ.,"Ketika Yusuf bangun dari tidurnya, dia melakukan seperti yang malaikat Tuhan perintahkan kepadanya, dan dia mengambil istri baginya","Yusuf terbangun dari tidurnya, lalu dilakukannya apa yang diperintahkan oleh malaikat Tuhan. Ia menerima Maryam sebagai istrinya.",
Matius,1,25,Matius 1:25,وَلَمْ يَعْرِفْهَا حَتَّى وَلَدَتِ ٱبْنَهَا ٱلْبِكْرَ. وَدَعَا ٱسْمَهُ يَسُوعَ.,"tetapi tidak bersetubuh dengan Maria sampai dia melahirkan Anak laki-lakinya. Dan, Yusuf menamai-Nya, Yesus.","Meskipun begitu, ia tetap tidak melakukan hubungan sebagai suami istri dengannya sampai Maryam melahirkan. Kemudian, setelah anak itu lahir, Yusuf menamai-Nya Isa.",
Matius,2,1,Matius 2:1,وَلَمَّا وُلِدَ يَسُوعُ فِي بَيْتِ لَحْمِ ٱلْيَهُودِيَّةِ، فِي أَيَّامِ هِيرُودُسَ ٱلْمَلِكِ، إِذَا مَجُوسٌ مِنَ ٱلْمَشْرِقِ قَدْ جَاءُوا إِلَى أُورُشَلِيمَ,"Sekarang, setelah Yesus lahir di Betlehem, di Yudea, pada zaman Raja Herodes, lihat, orang-orang Majus dari timur datang ke Yerusalem.","Isa lahir di Baitlahim, wilayah Yudea, pada masa pemerintahan Raja Herodes. Lalu, datanglah beberapa orang majusi dari Timur ke Kota Yerusalem.",
Matius,2,2,Matius 2:2,قَائِلِينَ: «أَيْنَ هُوَ ٱلْمَوْلُودُ مَلِكُ ٱلْيَهُودِ؟ فَإِنَّنَا رَأَيْنَا نَجْمَهُ فِي ٱلْمَشْرِقِ وَأَتَيْنَا لِنَسْجُدَ لَهُ».,"Mereka bertanya, “Di manakah Dia, Raja orang Yahudi yang dilahirkan itu? Sebab, kami telah melihat bintang-Nya di timur dan kami datang untuk menyembah-Nya.”","Mereka bertanya-tanya, “Di manakah raja bani Israil yang baru dilahirkan itu? Kami telah melihat bintang-Nya di Timur, dan kami datang untuk sujud di hadapan-Nya.”",
Matius,2,3,Matius 2:3,فَلَمَّا سَمِعَ هِيرُودُسُ ٱلْمَلِكُ ٱضْطَرَبَ وَجَمِيعُ أُورُشَلِيمَ مَعَهُ.,"Ketika Raja Herodes mendengar hal ini, gelisahlah dia dan seluruh Yerusalem bersamanya.","Ketika hal itu didengar oleh Raja Herodes, terkejutlah ia dan juga semua orang yang tinggal di Kota Yerusalem.",
Matius,2,4,Matius 2:4,فَجَمَعَ كُلَّ رُؤَسَاءِ ٱلْكَهَنَةِ وَكَتَبَةِ ٱلشَّعْبِ، وَسَأَلَهُمْ: «أَيْنَ يُولَدُ ٱلْمَسِيحُ؟».,"Lalu, dia mengumpulkan semua imam kepala dan ahli-ahli Taurat bangsa itu. Dia bertanya kepada mereka di mana Kristus dilahirkan.","Karena itu, Herodes mengumpulkan semua imam kepala dan para ahli Kitab Suci Taurat bani Israil. Lalu, ia menanyakan kepada mereka di mana Al-Masih dilahirkan.",
Matius,2,5,Matius 2:5,فَقَالُوا لَهُ: «فِي بَيْتِ لَحْمِ ٱلْيَهُودِيَّةِ. لِأَنَّهُ هَكَذَا مَكْتُوبٌ بِٱلنَّبِيِّ:,"Mereka menjawab, “Di Betlehem, wilayah Yudea, karena beginilah yang ditulis oleh nabi:","Jawab mereka, “Di Baitlahim, kota di wilayah Yudea. Karena demikianlah telah dikatakan dalam tulisan nabi,",
Matius,2,6,Matius 2:6,وَأَنْتِ يا بَيْتَ لَحْمٍ، أَرْضَ يَهُوذَا، لَسْتِ ٱلصُّغْرَى بَيْنَ رُؤَسَاءِ يَهُوذَا، لِأَنْ مِنْكِ يَخْرُجُ مُدَبِّرٌ يَرْعَى شَعْبِي إِسْرَائِيلَ».,"‘Tetapi engkau, hai Betlehem Efrata, di tanah Yehuda, engkau bukanlah yang terkecil di antara penguasa Yehuda, karena darimu akan bangkit bagi-Ku, seorang yang akan memerintah Israel.’” Mikha 5:2","‘Hai Baitlahim, kota di wilayah Yuda, engkau sekali-kali bukanlah yang terkecil dari antara mereka yang memerintah di Yuda. Karena dari padamu akan muncul seorang pemimpin yang akan menggembalakan umat-Ku Israil.’”",
Matius,2,7,Matius 2:7,حِينَئِذٍ دَعَا هِيرُودُسُ ٱلْمَجُوسَ سِرًّا، وَتَحَقَّقَ مِنْهُمْ زَمَانَ ٱلنَّجْمِ ٱلَّذِي ظَهَرَ.,"Kemudian, Herodes diam-diam memanggil orang-orang Majus itu, meminta kepastian dari mereka tentang waktu bersinarnya bintang itu.","Setelah itu, Herodes memanggil orang-orang majusi itu secara diam-diam. Dimintanya keterangan yang rinci dari mereka kapan bintang itu mulai kelihatan.",
Matius,2,8,Matius 2:8,ثُمَّ أَرْسَلَهُمْ إِلَى بَيْتِ لَحْمٍ، وَقَالَ: «ٱذْهَبُوا وَٱفْحَصُوا بِٱلتَّدْقِيقِ عَنِ ٱلصَّبِيِّ. وَمَتَى وَجَدْتُمُوهُ فَأَخْبِرُونِي، لِكَيْ آتِيَ أَنَا أَيْضًا وَأَسْجُدَ لَهُ».,"Lalu, dia menyuruh mereka ke Betlehem dan berkata, “Pergi dan selidikilah dengan teliti tentang Anak itu. Dan, kalau kamu sudah menemukan-Nya, beritahukanlah kepadaku supaya aku juga bisa datang dan menyembah-Nya.”","Lalu, disuruhnya mereka pergi ke Kota Baitlahim. Katanya, “Pergilah kamu, carilah anak itu baik-baik. Apabila kamu telah menemukan-Nya, kabarkanlah kepadaku supaya aku pun dapat pergi untuk sujud di hadapan-Nya.”",
Matius,2,9,Matius 2:9,فَلَمَّا سَمِعُوا مِنَ ٱلْمَلِكِ ذَهَبُوا. وَإِذَا ٱلنَّجْمُ ٱلَّذِي رَأَوْهُ فِي ٱلْمَشْرِقِ يَتَقَدَّمُهُمْ حَتَّى جَاءَ وَوَقَفَ فَوْقُ، حَيْثُ كَانَ ٱلصَّبِيُّ.,"Setelah mendengarkan raja, mereka pergi. Dan, lihat, bintang yang mereka lihat di timur itu menuntun mereka sampai tiba dan berhenti di atas tempat Anak itu berada.","Setelah mendengar apa yang dikatakan oleh raja, pergilah mereka. Tiba-tiba bintang yang mereka lihat di Timur itu muncul kembali dan mendahului mereka, lalu berhenti di atas tempat anak itu berada.",
Matius,2,10,Matius 2:10,فَلَمَّا رَأَوْا ٱلنَّجْمَ فَرِحُوا فَرَحًا عَظِيمًا جِدًّا.,"Ketika melihat bintang itu, mereka bersukacita dengan sukacita yang sangat besar.","Ketika bintang itu terlihat kembali, mereka pun sangat gembira.",
Matius,2,11,Matius 2:11,وَأَتَوْا إِلَى ٱلْبَيْتِ، وَرَأَوْا ٱلصَّبِيَّ مَعَ مَرْيَمَ أُمِّهِ. فَخَرُّوا وَسَجَدُوا لَهُ. ثُمَّ فَتَحُوا كُنُوزَهُمْ وَقَدَّمُوا لَهُ هَدَايَا: ذَهَبًا وَلُبَانًا وَمُرًّا.,"Setelah masuk ke dalam rumah, mereka menemukan Anak itu bersama Maria, ibu-Nya. Lalu, mereka tersungkur dan menyembah-Nya. Kemudian, mereka membuka tempat-tempat harta mereka dan mempersembahkan hadiah-hadiah kepada-Nya, yaitu emas, kemenyan, dan mur .","Lalu, masuklah mereka ke rumah itu, dan melihat anak itu dengan Maryam, ibu-Nya. Maka, sujudlah mereka di hadapan anak itu. Mereka membuka tempat harta mereka dan mempersembahkan kepada-Nya persembahan berupa emas, sejenis damar yang wangi, dan kemenyan.",
Matius,2,12,Matius 2:12,ثُمَّ إِذْ أُوحِيَ إِلَيْهِمْ فِي حُلْمٍ أَنْ لَا يَرْجِعُوا إِلَى هِيرُودُسَ، ٱنْصَرَفُوا فِي طَرِيقٍ أُخْرَى إِلَى كُورَتِهِمْ.,"Dan, sesudah diperingatkan dalam mimpi agar jangan kembali kepada Herodes, mereka kembali ke negerinya melalui jalan lain.","Melalui mimpi mereka diperingatkan untuk tidak kembali kepada Herodes. Oleh sebab itu, mereka pulang ke negeri mereka melalui jalan yang lain.",
Matius,2,13,Matius 2:13,وَبَعْدَمَا ٱنْصَرَفُوا، إِذَا مَلَاكُ ٱلرَّبِّ قَدْ ظَهَرَ لِيُوسُفَ فِي حُلْمٍ قَائِلًا: «قُمْ وَخُذِ ٱلصَّبِيَّ وَأُمَّهُ وَٱهْرُبْ إِلَى مِصْرَ، وَكُنْ هُنَاكَ حَتَّى أَقُولَ لَكَ. لِأَنَّ هِيرُودُسَ مُزْمِعٌ أَنْ يَطْلُبَ ٱلصَّبِيَّ لِيُهْلِكَهُ».,"Setelah orang-orang Majus itu pergi, lihat, malaikat Tuhan tampak kepada Yusuf dalam mimpi dan berkata, “Bangunlah! Bawa Anak itu bersama ibu-Nya dan larilah ke Mesir . Tinggallah di sana sampai Aku berbicara kepadamu karena Herodes ingin mencari Anak itu untuk membinasakan-Nya.”","Sesudah orang-orang majusi itu melanjutkan perjalanan mereka, malaikat Tuhan menampakkan diri kepada Yusuf dalam mimpi. Katanya, “Bangunlah, ambillah anak itu serta ibu-Nya, dan larilah ke Mesir. Kemudian, tinggallah di sana sampai aku memberi kabar kepadamu karena Herodes sedang mencari anak itu untuk membinasakan-Nya!”",
Matius,2,14,Matius 2:14,فَقَامَ وَأَخَذَ ٱلصَّبِيَّ وَأُمَّهُ لَيْلًا وَٱنْصَرَفَ إِلَى مِصْرَ.,"Kemudian, Yusuf bangun dan membawa Anak itu dengan ibu-Nya pada waktu malam untuk pergi ke Mesir,","Maka, bangunlah Yusuf dan pada malam itu juga ia membawa anak itu serta ibu-Nya hijrah ke Mesir.",
Matius,2,15,Matius 2:15,وَكَانَ هُنَاكَ إِلَى وَفَاةِ هِيرُودُسَ. لِكَيْ يَتِمَّ مَا قِيلَ مِنَ ٱلرَّبِّ بِٱلنَّبِيِّ ٱلْقَائِلِ: «مِنْ مِصْرَ دَعَوْتُ ٱبْنِي».,dan tinggal di sana sampai Herodes mati supaya digenapilah yang difirmankan Tuhan melalui nabi: “Dan dari Mesir Kupanggil Anak-Ku.” Hosea 11:1,"Mereka tinggal di sana sampai Herodes mati. Dengan demikian, genaplah firman yang disampaikan Tuhan melalui nabi-Nya, “Aku memanggil Anak-Ku dari Mesir.”",
Matius,2,16,Matius 2:16,حِينَئِذٍ لَمَّا رَأَى هِيرُودُسُ أَنَّ ٱلْمَجُوسَ سَخِرُوا بِهِ غَضِبَ جِدًّا. فَأَرْسَلَ وَقَتَلَ جَمِيعَ ٱلصِّبْيَانِ ٱلَّذِينَ فِي بَيْتِ لَحْمٍ وَفِي كُلِّ تُخُومِهَا، مِنِ ٱبْنِ سَنَتَيْنِ فَمَا دُونُ، بِحَسَبِ ٱلزَّمَانِ ٱلَّذِي تَحَقَّقَهُ مِنَ ٱلْمَجُوسِ.,"Kemudian, ketika Herodes tahu bahwa dia sudah diperdaya oleh orang-orang Majus, dia sangat murka dan memerintahkan untuk membunuh semua anak laki-laki di Betlehem dan seluruh wilayah di sekitarnya, yang berumur dua tahun ke bawah, sesuai dengan waktu yang sudah ia pastikan dari orang-orang Majus.","Setelah Herodes tahu bahwa ia telah diperdaya oleh orang-orang majusi itu, ia menjadi sangat marah. Ia memerintahkan orang-orangnya untuk membunuh semua anak laki-laki yang ada di Kota Baitlahim serta wilayah sekitarnya, yaitu anak-anak yang berumur dua tahun ke bawah, sesuai dengan keterangan mengenai waktu yang telah ia dapatkan dari orang-orang majusi.",
Matius,2,17,Matius 2:17,حِينَئِذٍ تَمَّ مَا قِيلَ بِإِرْمِيَا ٱلنَّبِيِّ ٱلْقَائِلِ:,"Maka, genaplah yang disampaikan oleh Nabi Yeremia:","Dengan demikian, genaplah firman yang disampaikan melalui Nabi Yeremia,",
Matius,2,18,Matius 2:18,«صَوْتٌ سُمِعَ فِي ٱلرَّامَةِ، نَوْحٌ وَبُكَاءٌ وَعَوِيلٌ كَثِيرٌ. رَاحِيلُ تَبْكِي عَلَى أَوْلَادِهَا وَلَا تُرِيدُ أَنْ تَتَعَزَّى، لِأَنَّهُمْ لَيْسُوا بِمَوْجُودِينَ».,"“Suatu suara terdengar di Rama , tangisan dan ratapan yang sangat sedih . Rahel menangisi anak-anaknya , dan tidak mau dihibur karena mereka sudah tiada.” Yeremia 31:15",“Di Rama terdengar suara ratap tangis yang memilukan hati. Rahel menangisi anak-anaknya dan tidak mau dihibur sebab mereka telah tiada.”,
Matius,2,19,Matius 2:19,فَلَمَّا مَاتَ هِيرُودُسُ، إِذَا مَلَاكُ ٱلرَّبِّ قَدْ ظَهَرَ فِي حُلْمٍ لِيُوسُفَ فِي مِصْرَ,"Namun, ketika Herodes mati, lihat, malaikat Tuhan menampakkan diri dalam mimpi kepada Yusuf di Mesir,","Ketika Herodes sudah mati, malaikat Tuhan kembali menampakkan dirinya kepada Yusuf dalam mimpi di Mesir.",
Matius,2,20,Matius 2:20,قَائِلًا: «قُمْ وَخُذِ ٱلصَّبِيَّ وَأُمَّهُ وَٱذْهَبْ إِلَى أَرْضِ إِسْرَائِيلَ، لِأَنَّهُ قَدْ مَاتَ ٱلَّذِينَ كَانُوا يَطْلُبُونَ نَفْسَ ٱلصَّبِيِّ».,"dan berkata, “Bangunlah, bawa Anak itu dengan ibu-Nya dan pergilah ke tanah Israel karena orang-orang yang berusaha membunuh nyawa Anak itu sudah mati.”","Ia berkata, “Bangunlah, ambillah anak itu serta ibu-Nya dan kembalilah ke Israil karena orang-orang yang hendak membunuh anak itu sudah mati.”",
Matius,2,21,Matius 2:21,فَقَامَ وَأَخَذَ ٱلصَّبِيَّ وَأُمَّهُ وَجَاءَ إِلَى أَرْضِ إِسْرَائِيلَ.,"Lalu, dia bangun dan membawa Anak itu beserta ibu-Nya dan kembali ke tanah Israel.","Maka, bangunlah Yusuf, diambilnya anak itu serta ibu-Nya dan pergi ke wilayah Israil.",
Matius,2,22,Matius 2:22,وَلَكِنْ لَمَّا سَمِعَ أَنَّ أَرْخِيلَاوُسَ يَمْلِكُ عَلَى ٱلْيَهُودِيَّةِ عِوَضًا عَنْ هِيرُودُسَ أَبِيهِ، خَافَ أَنْ يَذْهَبَ إِلَى هُنَاكَ. وَإِذْ أُوحِيَ إِلَيْهِ فِي حُلْمٍ، ٱنْصَرَفَ إِلَى نَوَاحِي ٱلْجَلِيلِ.,"Akan tetapi, ketika dia mendengar bahwa Arkhelaus memerintah di Yudea menggantikan Herodes, ayahnya, Yusuf takut pergi ke sana. Setelah diperingatkan dalam mimpi, dia pergi ke wilayah Galilea.","Tetapi, ketika didengarnya bahwa Arkhelaus menjadi raja wilayah di Yudea menggantikan Herodes, ayahnya, ia pun menjadi takut untuk pergi ke sana. Kemudian, setelah diberi petunjuk melalui mimpi, pergilah ia ke wilayah Galilea.",
Matius,2,23,Matius 2:23,وَأَتَى وَسَكَنَ فِي مَدِينَةٍ يُقَالُ لَهَا نَاصِرَةُ، لِكَيْ يَتِمَّ مَا قِيلَ بِٱلْأَنْبِيَاءِ: «إِنَّهُ سَيُدْعَى نَاصِرِيًّا».,"Dia tiba dan tinggal di sebuah kota yang bernama Nazaret supaya genaplah yang disampaikan para nabi, “Dia akan disebut ‘Orang Nazaret’.”","Ia tinggal di kota yang bernama Nazaret. Dengan demikian, genaplah firman yang telah disampaikan melalui para nabi, “Ia akan disebut Orang Nazaret.”",
Matius,3,1,Matius 3:1,وَفِي تِلْكَ ٱلْأَيَّامِ جَاءَ يُوحَنَّا ٱلْمَعْمَدَانُ يَكْرِزُ فِي بَرِّيَّةِ ٱلْيَهُودِيَّةِ,"Pada hari-hari itu, muncullah Yohanes Pembaptis , berkhotbah di padang belantara Yudea .","Pada waktu itu tampillah Nabi Yahya. Ia menyampaikan berita kepada orang-orang di Padang Belantara Yudea, serunya,",
