Book,Chapter,Verse,Ref,Arabic,Indonesian,KitabSuci,Notes
Mazmur,3,3,Mazmur 3:3,أَمَّا أَنْتَ يَارَبُّ فَتُرْسٌ لِي. مَجْدِي وَرَافِعُ رَأْسِي.,"(3-4) Namun Engkau, TUHAN, adalah perisai yang melindungiku; Engkau adalah kemuliaanku, dan yang mengangkat kepalaku.","(3-4) Tetapi, Engkau, ya ALLAH, perisai di depanku, kemuliaanku, dan yang mengangkat kepalaku.",
Mazmur,3,4,Mazmur 3:4,بِصَوْتِي إِلَى ٱلرَّبِّ أَصْرُخُ، فَيُجِيبُنِي مِنْ جَبَلِ قُدْسِهِ. سِلَاهْ.,"(3-5) Aku memanggil TUHAN dengan suaraku, dan Dia menjawab aku dari gunung-Nya yang kudus. Sela","(3-5) Aku berseru kepada ALLAH dengan nyaring, dan dari gunung suci-Nya Ia menjawab aku. S e l a",
Mazmur,3,5,Mazmur 3:5,أَنَا ٱضْطَجَعْتُ وَنِمْتُ. ٱسْتَيْقَظْتُ لِأَنَّ ٱلرَّبَّ يَعْضُدُنِي.,(3-6) Aku berbaring dan tidur; aku bangun karena TUHAN sandaranku.,"(3-6) Aku berbaring dan tertidur, lalu aku bangun karena ALLAH menopang aku.",
Mazmur,3,6,Mazmur 3:6,لَا أَخَافُ مِنْ رِبْوَاتِ ٱلشُّعُوبِ ٱلْمُصْطَفِّينَ عَلَيَّ مِنْ حَوْلِي.,(3-7) Aku tidak takut terhadap beribu-ribu orang yang bersiap di sekelilingku.,(3-7) Aku tidak takut terhadap puluhan ribu orang yang siap melawan aku dari segala arah.,
Mazmur,3,7,Mazmur 3:7,قُمْ يَارَبُّ! خَلِّصْنِي يَا إِلَهِي! لِأَنَّكَ ضَرَبْتَ كُلَّ أَعْدَائِي عَلَى ٱلْفَكِّ. هَشَّمْتَ أَسْنَانَ ٱلْأَشْرَارِ.,"(3-8) Bangkitlah, ya TUHAN! Selamatkan aku, ya Allah! Sebab, Engkau telah memukul semua rahang musuhku, dan Engkau telah meremukkan gigi orang fasik.","(3-8) Ya ALLAH, bertindaklah kiranya. Ya Tuhanku, selamatkanlah aku. Engkau memukul rahang semua musuhku dan mematahkan gigi orang-orang fasik.",
Mazmur,3,8,Mazmur 3:8,لِلرَّبِّ ٱلْخَلَاصُ عَلَى شَعْبِكَ بَرَكَتُكَ. سِلَاهْ.,(3-9) Keselamatan adalah milik TUHAN! Berkat-Mu ada pada umat-Mu. Sela,(3-9) Keselamatan datang dari ALLAH; Berkah-Mu atas umat-Mu! S e l a,
Mazmur,4,1,Mazmur 4:1,عِنْدَ دُعَائِيَ ٱسْتَجِبْ لِي يَا إِلَهَ بِرِّي. فِي ٱلضِّيقِ رَحَّبْتَ لِي. تَرَاءَفْ عَلَيَّ وَٱسْمَعْ صَلَاتِي.,"Kepada pemimpin pujian: Dengan kecapi. Nyanyian Daud. (4-2) Jawablah ketika aku memanggil, ya Allah kebenaranku! Engkau telah melegakan kesesakanku. Kasihanilah dan dengarlah doaku.","Untuk pemimpin pujian, dengan permainan kecapi. Syair Daud. (4-2) Ya Allah, yang membenarkan aku, jawablah kiranya aku ketika aku berseru. Engkau telah membuatku lega ketika aku dalam kesesakan. Kasihanilah aku dan dengarkanlah doaku!",
Mazmur,4,2,Mazmur 4:2,يَا بَنِي ٱلْبَشَرِ، حَتَّى مَتَى يَكُونُ مَجْدِي عَارًا؟ حَتَّى مَتَى تُحِبُّونَ ٱلْبَاطِلَ وَتَبْتَغُونَ ٱلْكَذِبَ؟ سِلَاهْ.,"(4-3) Hai anak-anak manusia, berapa lama lagi kemuliaanku menjadi cela? Berapa lama lagi kamu mencintai kesia-siaan, dan mencari kepalsuan? Sela","(4-3) Hai orang-orang, berapa lama lagi kamu mencemari kemuliaanku? Berapa lama lagi kamu menyukai hal yang sia-sia dan mencari kebohongan? S e l a",
Mazmur,4,3,Mazmur 4:3,فَٱعْلَمُوا أَنَّ ٱلرَّبَّ قَدْ مَيَّزَ تَقِيَّهُ. ٱلرَّبُّ يَسْمَعُ عِنْدَ مَا أَدْعُوهُ.,(4-4) Ketahuilah bahwa TUHAN memisahkan orang saleh; TUHAN mendengar ketika aku memanggil-Nya.,"(4-4) Ketahuilah bahwa ALLAH telah mengkhususkan seorang yang saleh bagi diri-Nya, ALLAH akan mendengar ketika aku berseru kepada-Nya.",
Mazmur,4,4,Mazmur 4:4,اِرْتَعِدُوا وَلَا تُخْطِئُوا. تَكَلَّمُوا فِي قُلُوبِكُمْ عَلَى مَضَاجِعِكُمْ وَٱسْكُتُوا. سِلَاهْ.,"(4-5) Gemetarlah, dan jangan berbuat dosa; berbicaralah dalam hatimu, di atas tempat tidurmu, dan tenanglah. Sela","(4-5) Ketika engkau marah, janganlah berbuat dosa! Berkata-katalah dalam hatimu di tempat tidurmu, dan tetaplah berdiam diri. S e l a",
Mazmur,4,5,Mazmur 4:5,اِذْبَحُوا ذَبَائِحَ ٱلْبِرِّ، وَتَوَكَّلُوا عَلَى ٱلرَّبِّ.,"(4-6) Persembahkanlah kurban yang benar, dan percayalah kepada TUHAN!","(4-6) Persembahkanlah kurban sembelihan yang benar, dan percayalah kepada ALLAH.",
Mazmur,4,6,Mazmur 4:6,كَثِيرُونَ يَقُولُونَ: «مَنْ يُرِينَا خَيْرًا؟». ٱرْفَعْ عَلَيْنَا نُورَ وَجْهِكَ يَارَبُّ.,"(4-7) Banyak orang berkata, “Siapa dapat menunjukkan yang baik kepada kami?” Kiranya terang wajah-Mu menyinari kami, ya TUHAN.","(4-7) Banyak orang berkata, “Siapa akan menunjukkan yang baik kepada kita?” Ya ALLAH, biarlah cahaya wajah-Mu menyinari kami!",
Mazmur,4,7,Mazmur 4:7,جَعَلْتَ سُرُورًا فِي قَلْبِي أَعْظَمَ مِنْ سُرُورِهِمْ إِذْ كَثُرَتْ حِنْطَتُهُمْ وَخَمْرُهُمْ.,"(4-8) Engkau telah menaruh sukacita dalam hatiku, lebih dari gandum dan anggur mereka yang melimpah.",(4-8) Engkau telah memberikan kegembiraan di dalam hatiku lebih daripada kegembiraan mereka ketika gandum dan air anggur berlimpah-limpah.,
Mazmur,4,8,Mazmur 4:8,بِسَلَامَةٍ أَضْطَجِعُ بَلْ أَيْضًا أَنَامُ، لِأَنَّكَ أَنْتَ يَارَبُّ مُنْفَرِدًا فِي طُمَأْنِينَةٍ تُسَكِّنُنِي.,"(4-9) Aku akan berbaring dan tidur dengan damai sejahtera; sebab, hanya Engkau, ya TUHAN, yang membuat aku tinggal dengan aman.","(4-9) Dengan sejahtera aku akan berbaring dan tertidur karena hanya Engkaulah, ya ALLAH, yang membuatku tinggal dengan aman.",
Mazmur,5,1,Mazmur 5:1,لِكَلِمَاتِي أَصْغِ يَارَبُّ. تَأَمَّلْ صُرَاخِي.,"Kepada pemimpin pujian: Dengan seruling. Nyanyian Daud. (5-2) Berilah telinga pada perkataan-perkataanku, ya TUHAN! Pertimbangkan keluh kesahku.","Untuk pemimpin pujian, dengan permainan suling. Syair Daud. (5-2) Ya ALLAH, dengarkanlah kiranya perkataanku, perhatikanlah keluh-kesahku.",
Mazmur,5,2,Mazmur 5:2,ٱسْتَمِعْ لِصَوْتِ دُعَائِي يَا مَلِكِي وَإِلَهِي، لِأَنِّي إِلَيْكَ أُصَلِّي.,"(5-3) Rajaku dan Allahku, perhatikanlah seruanku minta tolong karena kepada-Mu aku berdoa.","(5-3) Perhatikanlah seruanku meminta tolong, ya Rajaku dan Tuhanku, karena kepada-Mulah aku berdoa.",
Mazmur,5,3,Mazmur 5:3,يَارَبُّ، بِٱلْغَدَاةِ تَسْمَعُ صَوْتِي. بِٱلْغَدَاةِ أُوَجِّهُ صَلَاتِي نَحْوَكَ وَأَنْتَظِرُ.,"(5-4) Pada pagi hari, ya TUHAN, Engkau mendengar suaraku. Pada pagi hari, aku akan mengatur bagi-Mu, dan aku akan berjaga-jaga.","(5-4) Ya ALLAH, pada pagi hari Engkau mendengar seruanku, pada pagi hari aku mengatur persembahan bagi-Mu dan menunggu.",
Mazmur,5,4,Mazmur 5:4,لِأَنَّكَ أَنْتَ لَسْتَ إِلَهًا يُسَرُّ بِٱلشَّرِّ، لَا يُسَاكِنُكَ ٱلشِّرِّيرُ.,"(5-5) Sebab, Engkau bukan Allah yang berkenan pada kefasikan; orang jahat tidak dapat tinggal bersama-Mu.",(5-5) Engkau bukanlah Tuhan yang berkenan akan kefasikan. Orang jahat tidak dapat tinggal di hadirat-Mu.,
Mazmur,5,5,Mazmur 5:5,لَا يَقِفُ ٱلْمُفْتَخِرُونَ قُدَّامَ عَيْنَيْكَ. أَبْغَضْتَ كُلَّ فَاعِلِي ٱلْإِثْمِ.,(5-6) Para pembual takkan berdiri di hadapan-Mu; Engkau membenci semua yang berlaku jahat.,(5-6) Orang yang memegahkan diri tidak akan tahan di depan mata-Mu. Engkau membenci semua orang yang berbuat jahat.,
Mazmur,5,6,Mazmur 5:6,تُهْلِكُ ٱلْمُتَكَلِّمِينَ بِٱلْكَذِبِ. رَجُلُ ٱلدِّمَاءِ وَٱلْغِشِّ يَكْرَهُهُ ٱلرَّبُّ.,(5-7) Engkau membinasakan para pendusta; TUHAN muak kepada para penumpah darah dan orang-orang penipu.,(5-7) Engkau membinasakan orang-orang yang berkata dusta. ALLAH memandang keji para penumpah darah serta penipu.,
Mazmur,5,7,Mazmur 5:7,أَمَّا أَنَا فَبِكَثْرَةِ رَحْمَتِكَ أَدْخُلُ بَيْتَكَ. أَسْجُدُ فِي هَيْكَلِ قُدْسِكَ بِخَوْفِكَ.,"(5-8) Akan tetapi, bagiku, dengan kelimpahan kasih setia-Mu, aku akan memasuki rumah-Mu. Aku akan menyembah bait-Mu yang kudus, dengan takut kepada-Mu.","(5-8) Tetapi, aku, karena kasih abadi-Mu yang berlimpah, aku akan masuk ke dalam rumah-Mu, dan sujud menyembah ke arah Bait-Mu yang suci dengan bertakwa kepada-Mu.",
Mazmur,5,8,Mazmur 5:8,يَارَبُّ، ٱهْدِنِي إِلَى بِرِّكَ بِسَبَبِ أَعْدَائِي. سَهِّلْ قُدَّامِي طَرِيقَكَ.,"(5-9) Ya TUHAN, tuntun aku dalam kebenaran-Mu oleh karena musuh-musuhku; buatlah jalan-Mu lurus di hadapanku.","(5-9) Ya ALLAH, pimpinlah aku dalam kebenaran-Mu oleh karena seteru-seteruku, luruskanlah jalan-Mu di hadapanku.",
Mazmur,5,9,Mazmur 5:9,لِأَنَّهُ لَيْسَ فِي أَفْوَاهِهِمْ صِدْقٌ. جَوْفُهُمْ هُوَّةٌ. حَلْقُهُمْ قَبْرٌ مَفْتُوحٌ. أَلْسِنَتُهُمْ صَقَلُوهَا.,"(5-10) Sebab, dalam mulutnya tidak ada kebenaran, batin mereka penuh kehancuran, kerongkongan mereka adalah kuburan yang menganga; mereka merayu-rayu dengan lidah mereka.","(5-10) Sesungguhnya, perkataan mereka tidak ada yang pasti, batin mereka penuh kehancuran. Kerongkongan mereka seperti kubur yang menganga, lidah mereka merayu-rayu.",
Mazmur,5,10,Mazmur 5:10,دِنْهُمْ يَا ٱللهُ! لِيَسْقُطُوا مِنْ مُؤَامَرَاتِهِمْ. بِكَثْرَةِ ذُنُوبِهِمْ طَوِّحْ بِهِمْ، لِأَنَّهُمْ تَمَرَّدُوا عَلَيْكَ.,"(5-11) Nyatakan mereka bersalah, ya Allah! Biar mereka jatuh karena rancangan mereka sendiri. Singkirkan mereka oleh karena banyaknya pelanggaran mereka karena mereka telah memberontak melawan Engkau.","(5-11) Ya Allah, nyatakanlah mereka bersalah, biarlah mereka jatuh oleh rancangan mereka sendiri! Halaulah mereka karena pelanggaran mereka banyak, sebab mereka telah mendurhaka terhadap-Mu.",
Mazmur,5,11,Mazmur 5:11,وَيَفْرَحُ جَمِيعُ ٱلْمُتَّكِلِينَ عَلَيْكَ. إِلَى ٱلْأَبَدِ يَهْتِفُونَ، وَتُظَلِّلُهُمْ. وَيَبْتَهِجُ بِكَ مُحِبُّو ٱسْمِكَ.,"(5-12) Namun, biarlah semua orang yang berlindung di dalam Engkau bersorak-sukacita. Biarlah mereka berseru karena sukacita selama-lamanya. Lindungi mereka, supaya mereka yang mengasihi nama-Mu boleh bersukacita di dalam-Mu.","(5-12) Tetapi, hendaklah semua orang yang berlindung pada-Mu bersukacita, dan biarlah mereka selalu bersorak-sorai! Naungilah mereka supaya orang-orang yang mengasihi nama-Mu dapat bersukaria karena Engkau.",
Mazmur,5,12,Mazmur 5:12,لِأَنَّكَ أَنْتَ تُبَارِكُ ٱلصِّدِّيقَ يَارَبُّ. كَأَنَّهُ بِتُرْسٍ تُحِيطُهُ بِٱلرِّضَا.,"(5-13) Sebab, Engkau yang memberkati orang benar, ya TUHAN; Engkau mengelilingi mereka dengan kemurahan-Mu layaknya perisai.","(5-13) Engkau memberkahi orang benar, ya ALLAH, Engkau melindungi mereka dengan keridaan-Mu, seperti perisai.",
Mazmur,6,1,Mazmur 6:1,يَارَبُّ، لَا تُوَبِّخْنِي بِغَضَبِكَ، وَلَا تُؤَدِّبْنِي بِغَيْظِكَ.,"Kepada pemimpin pujian. Dengan kecapi menurut syeminit . Nyanyian Daud. (6-2) Ya TUHAN, jangan menghukumku dalam amarah-Mu; Jangan menghajar aku dalam murka-Mu.","Untuk pemimpin pujian, dengan permainan kecapi. Menurut lagu: Yang Kedelapan. Syair Daud. (6-2) Ya ALLAH, janganlah kiranya Kautegur aku dalam amarah-Mu, dan jangan hukum aku dalam murka-Mu.",
Mazmur,6,2,Mazmur 6:2,ٱرْحَمْنِي يَارَبُّ لِأَنِّي ضَعِيفٌ. ٱشْفِنِي يَارَبُّ لِأَنَّ عِظَامِي قَدْ رَجَفَتْ،,"(6-3) Kasihani aku, ya TUHAN, karena aku lemah. Sembuhkan aku, ya TUHAN, karena tulang-tulangku gemetar.","(6-3) Kasihanilah aku, ya ALLAH, karena aku lemah. Sembuhkanlah aku, ya ALLAH, karena tulang-tulangku gemetar.",
Mazmur,6,3,Mazmur 6:3,وَنَفْسِي قَدِ ٱرْتَاعَتْ جِدًّا. وَأَنْتَ يَارَبُّ، فَحَتَّى مَتَى؟,"(6-4) Jiwaku begitu gentar. TUHAN, sampai kapan?","(6-4) Jiwaku pun sangat gentar. Ya ALLAH, berapa lama lagi?",
Mazmur,6,4,Mazmur 6:4,عُدْ يَارَبُّ. نَجِّ نَفْسِي. خَلِّصْنِي مِنْ أَجْلِ رَحْمَتِكَ.,"(6-5) Kembali, ya TUHAN, lepaskan jiwaku; selamatkan aku oleh karena kasih setia-Mu.","(6-5) Ya ALLAH, kembalilah kiranya. Lepaskanlah jiwaku! Selamatkanlah aku karena kasih abadi-Mu.",
Mazmur,6,5,Mazmur 6:5,لِأَنَّهُ لَيْسَ فِي ٱلْمَوْتِ ذِكْرُكَ. فِي ٱلْهَاوِيَةِ مَنْ يَحْمَدُكَ؟,"(6-6) Sebab, tidak ada peringatan akan Engkau di dalam kematian. Di dunia orang mati, siapa yang menyatakan syukur kepada-Mu?","(6-6) Dalam kematian tidak ada lagi kenangan akan Engkau, dan dalam alam kubur, siapakah yang akan mengucap syukur kepada-Mu?",
Mazmur,6,6,Mazmur 6:6,تَعِبْتُ فِي تَنَهُّدِي. أُعَوِّمُ فِي كُلِّ لَيْلَةٍ سَرِيرِي بِدُمُوعِي. أُذَوِّبُ فِرَاشِي.,(6-7) Aku bersusah payah karena keluh kesahku. Sepanjang malam aku menggenangi alas tidurku; aku membanjiri tempat tidurku dengan air mata.,"(6-7) Aku penat dalam keluh-kesahku. Sepanjang malam kugenangi tempat tidurku dengan air mata, dan kubasahi alas tidurku.",
Mazmur,6,7,Mazmur 6:7,سَاخَتْ مِنَ ٱلْغَمِّ عَيْنِي. شَاخَتْ مِنْ كُلِّ مُضَايِقِيَّ.,"(6-8) Mataku sembab karena kesedihan, rabun karena semua musuhku.","(6-8) Mataku cekung karena dukacita, dan menjadi rabun karena semua lawanku.",
Mazmur,6,8,Mazmur 6:8,اُبْعُدُوا عَنِّي يَا جَمِيعَ فَاعِلِي ٱلْإِثْمِ، لِأَنَّ ٱلرَّبَّ قَدْ سَمِعَ صَوْتَ بُكَائِي.,"(6-9) Menjauhlah dariku, kamu semua yang berbuat fasik karena TUHAN telah mendengar isak tangisku.","(6-9) Menjauhlah dari diriku, hai semua yang berbuat jahat, karena ALLAH telah mendengar suara tangisku.",
Mazmur,6,9,Mazmur 6:9,سَمِعَ ٱلرَّبُّ تَضَرُّعِي. ٱلرَّبُّ يَقْبَلُ صَلَاتِي.,(6-10) TUHAN telah mendengar permohonanku; TUHAN menerima doaku.,"(6-10) ALLAH telah mendengar permintaanku, ALLAH menerima doaku.",
Mazmur,6,10,Mazmur 6:10,جَمِيعُ أَعْدَائِي يُخْزَوْنَ وَيَرْتَاعُونَ جِدًّا. يَعُودُونَ وَيُخْزَوْنَ بَغْتَةً.,(6-11) Kiranya semua musuhku menjadi malu dan amat terkejut. Kiranya mereka berbalik dan seketika menjadi malu.,"(6-11) Semua musuhku akan mendapat malu dan sangat terkejut, mereka akan mundur dan mendapat malu dalam sekejap.",
Mazmur,7,1,Mazmur 7:1,يَارَبُّ إِلَهِي، عَلَيْكَ تَوَكَّلْتُ. خَلِّصْنِي مِنْ كُلِّ ٱلَّذِينَ يَطْرُدُونَنِي وَنَجِّنِي،,"Syigayon Daud yang dinyanyikannya kepada TUHAN karena Kush, suku Benyamin. (7-2) Ya TUHAN, Allahku, di dalam Engkau, aku berlindung. Selamatkan aku dari semua orang yang mengejarku, dan bebaskan aku;","(7-1) Nyanyian ratapan Daud, yang dinyanyikan untuk ALLAH karena Kus, orang Benyamin itu. (7-2) Ya ALLAH, ya Tuhanku, pada-Mulah aku berlindung. Selamatkanlah aku dari semua orang yang mengejar aku, dan lepaskanlah aku",
Mazmur,7,2,Mazmur 7:2,لِئَلَّا يَفْتَرِسَ كَأَسَدٍ نَفْسِي هَاشِمًا إِيَّاهَا وَلَا مُنْقِذَ.,"(7-3) supaya mereka jangan menerkam jiwaku layaknya seekor singa, mencabik-cabiknya, dan tidak ada seorang pun yang dapat melepaskan aku.",(7-3) supaya jangan mereka mencabik aku seperti singa dan mengoyak-ngoyak diriku sementara tidak ada penolong.,
Mazmur,7,3,Mazmur 7:3,يَارَبُّ إِلَهِي، إِنْ كُنْتُ قَدْ فَعَلْتُ هَذَا. إِنْ وُجِدَ ظُلْمٌ فِي يَدَيَّ.,"(7-4) Ya TUHAN, Allahku, jika aku telah melakukan ini, jika ada ketidakadilan pada tanganku,","(7-4) Ya ALLAH, ya Tuhanku, jika aku melakukan ini: Jika ada kezaliman dalam tanganku,",
