Book,Chapter,Verse,Ref,Arabic,Indonesian,KitabSuci,Notes
Ulangan,1,11,Ulangan 1:11,ٱلرَّبُّ إِلَهُ آبَائِكُمْ يَزِيدُ عَلَيْكُمْ مِثْلَكُمْ أَلْفَ مَرَّةٍ، وَيُبَارِكُكُمْ كَمَا كَلَّمَكُمْ.,"TUHAN, Allah nenek moyangmu telah menambah jumlahmu seribu kali lipat dan memberkatimu seperti yang telah dijanjikan-Nya.","Kiranya ALLAH, Tuhan nenek moyangmu, menambahkan jumlahmu seribu kali lipat dan memberkahi kamu seperti yang dijanjikan-Nya kepadamu.",
Ulangan,1,12,Ulangan 1:12,كَيْفَ أَحْمِلُ وَحْدِي ثِقْلَكُمْ وَحِمْلَكُمْ وَخُصُومَتَكُمْ؟,"Bagaimana aku sendirian menanggung bebanmu, kesusahan dan perselisihanmu.","Akan tetapi, bagaimana mungkin aku dapat memikul tanggung jawab atas kesusahanmu, bebanmu, dan perselisihanmu seorang diri?",
Ulangan,1,13,Ulangan 1:13,هَاتُوا مِنْ أَسْبَاطِكُمْ رِجَالًا حُكَمَاءَ وَعُقَلَاءَ وَمَعْرُوفِينَ، فَأَجْعَلُهُمْ رُؤُوسَكُمْ.,"Pilihlah dari setiap suku, yang bijak dan berpengalaman. Aku akan mengangkat mereka menjadi pemimpinmu.’","Ajukanlah dari suku-sukumu beberapa orang yang bijak, pandai, dan berpengalaman. Aku akan mengangkat mereka menjadi kepala atas kamu.’",
Ulangan,1,14,Ulangan 1:14,فَأَجَبْتُمُونِي وَقُلْتُمْ: حَسَنٌ ٱلْأَمْرُ ٱلَّذِي تَكَلَّمْتَ بِهِ أَنْ يُعْمَلَ.,"Kamu menjawab dengan mengatakan, ‘Hal itu baik untuk dilakukan.’","Lalu, kamu menjawab aku, ‘Usul yang Tuan katakan itu baik untuk dilaksanakan.’",
Ulangan,1,15,Ulangan 1:15,فَأَخَذْتُ رُؤُوسَ أَسْبَاطِكُمْ رِجَالًا حُكَمَاءَ وَمَعْرُوفِينَ، وَجَعَلْتُهُمْ رُؤُوسًا عَلَيْكُمْ، رُؤَسَاءَ أُلُوفٍ، وَرُؤَسَاءَ مِئَاتٍ، وَرُؤَسَاءَ خَمَاسِينَ، وَرُؤَسَاءَ عَشَرَاتٍ، وَعُرَفَاءَ لِأَسْبَاطِكُمْ.,"Kemudian, aku mengambil para kepala sukumu, orang-orang yang bijaksana dan berpengalaman, dan aku menetapkan mereka menjadi pemimpinmu, yaitu pemimpin seribu orang, pemimpin seratus orang, pemimpin lima puluh orang, pemimpin sepuluh orang, juga sebagai pengatur bagi suku-sukumu.","Sebab itu, aku mengambil kepala-kepala sukumu, orang-orang yang bijak dan berpengalaman, kemudian menetapkan mereka menjadi pemimpin atas kamu, yaitu pemimpin pasukan seribu, pemimpin pasukan seratus, pemimpin pasukan lima puluh, pemimpin pasukan sepuluh, juga sebagai pengatur pasukan bagi suku-sukumu.",
Ulangan,1,16,Ulangan 1:16,وَأَمَرْتُ قُضَاتَكُمْ فِي ذَلِكَ ٱلْوَقْتِ قَائِلًا: ٱسْمَعُوا بَيْنَ إِخْوَتِكُمْ وَٱقْضُوا بِٱلْحَقِّ بَيْنَ ٱلْإِنْسَانِ وَأَخِيهِ وَنَزِيلِهِ.,"Pada saat itu, aku berkata kepada para hakimmu, ‘Dengarkanlah segala perkara di antara umatmu. Putuskanlah hukum secara adil antara seseorang dengan saudaranya atau dengan pendatang yang tinggal bersamanya.","Kepada para hakimmu pada waktu itu aku memberi perintah, ‘Dengarkanlah perkara-perkara yang ada di antara saudara-saudaramu dan putuskanlah hukum secara adil antara seseorang dengan saudaranya atau dengan pendatang yang tinggal bersamanya.",
Ulangan,1,17,Ulangan 1:17,لَا تَنْظُرُوا إِلَى ٱلْوُجُوهِ فِي ٱلْقَضَاءِ. لِلصَّغِيرِ كَٱلْكَبِيرِ تَسْمَعُونَ. لَا تَهَابُوا وَجْهَ إِنْسَانٍ لِأَنَّ ٱلْقَضَاءَ لِلهِ. وَٱلْأَمْرُ ٱلَّذِي يَعْسُرُ عَلَيْكُمْ تُقَدِّمُونَهُ إِلَيَّ لِأَسْمَعَهُ.,"Kamu harus memperlakukan semua orang sama apabila kamu mengadilinya. Kamu harus mendengarkan baik-baik setiap orang, baik orang kecil maupun besar. Jangan takut kepada siapa pun, karena keputusanmu dari Allah. Namun, masalah yang terlalu sulit bagimu, serahkanlah kepadaku dan aku akan mengadilinya.","Dalam peradilan jangan pandang muka. Baik orang kecil maupun orang besar harus kamu dengarkan perkaranya. Jangan takut kepada manusia karena peradilan adalah milik Allah. Jika ada perkara yang terlalu berat untukmu, bawalah kepadaku supaya kudengar.’",
Ulangan,1,18,Ulangan 1:18,وَأَمَرْتُكُمْ فِي ذَلِكَ ٱلْوَقْتِ بِكُلِّ ٱلْأُمُورِ ٱلَّتِي تَعْمَلُونَهَا.,"Pada waktu itu, aku juga telah mengatakan kepadamu segala sesuatu yang harus kamu lakukan.’”",Demikianlah pada waktu itu aku memerintahkan kepadamu segala hal yang harus kamu lakukan.,
Ulangan,1,19,Ulangan 1:19,«ثُمَّ ٱرْتَحَلْنَا مِنْ حُورِيبَ، وَسَلَكْنَا كُلَّ ذَلِكَ ٱلْقَفْرِ ٱلْعَظِيمِ ٱلْمَخُوفِ ٱلَّذِي رَأَيْتُمْ فِي طَرِيقِ جَبَلِ ٱلْأَمُورِيِّينَ، كَمَا أَمَرَنَا ٱلرَّبُّ إِلَهُنَا. وَجِئْنَا إِلَى قَادَشَ بَرْنِيعَ.,"“Kemudian, kita meninggalkan Gunung Horeb dan pergi melalui padang belantara yang luas dan mengerikan, seperti yang telah kamu lihat ke daerah perbukitan Amori sesuai dengan perintah TUHAN, Allah kita. Dan, kita telah sampai di Kadesh-Barnea.","Kemudian, kita berangkat dari Horeb dan berjalan melalui padang belantara yang luas dan menakutkan seperti telah kamu lihat ke arah pegunungan orang Amori sesuai dengan perintah ALLAH, Tuhan kita. Lalu, sampailah kita di Kades-Barnea.",
Ulangan,1,20,Ulangan 1:20,فَقُلْتُ لَكُمْ: قَدْ جِئْتُمْ إِلَى جَبَلِ ٱلْأَمُورِيِّينَ ٱلَّذِي أَعْطَانَا ٱلرَّبُّ إِلَهُنَا.,"Aku berkata kepadamu, ‘Sekarang, kamu telah sampai di pegunungan Amori, yang telah diberikan oleh TUHAN, Allah kepada kita.","Kataku kepadamu, ‘Kamu telah sampai di pegunungan orang Amori yang telah dikaruniakan ALLAH, Tuhan kita, kepada kita.",
Ulangan,1,21,Ulangan 1:21,اُنْظُرْ. قَدْ جَعَلَ ٱلرَّبُّ إِلَهُكَ ٱلْأَرْضَ أَمَامَكَ. ٱصْعَدْ تَمَلَّكْ كَمَا كَلَّمَكَ ٱلرَّبُّ إِلَهُ آبَائِكَ. لَا تَخَفْ وَلَا تَرْتَعِبْ.,"Ketahuilah, bahwa TUHAN, Allahmu, telah memberikan negeri itu kepadamu. TUHAN, Allah nenek moyangmu, telah mengatakannya kepadamu untuk melakukannya. Janganlah takut atau putus asa.’","Ketahuilah bahwa ALLAH, Tuhanmu, telah menyerahkan negeri itu kepadamu. Majulah dan dudukilah, seperti yang difirmankan ALLAH, Tuhan nenek moyangmu, kepadamu. Jangan takut dan jangan kecut hati.’",
Ulangan,1,22,Ulangan 1:22,فَتَقَدَّمْتُمْ إِلَيَّ جَمِيعُكُمْ وَقُلْتُمْ: دَعْنَا نُرْسِلْ رِجَالًا قُدَّامَنَا لِيَتَجَسَّسُوا لَنَا ٱلْأَرْضَ، وَيَرُدُّوا إِلَيْنَا خَبَرًا عَنِ ٱلطَّرِيقِ ٱلَّتِي نَصْعَدُ فِيهَا وَٱلْمُدُنِ ٱلَّتِي نَأْتِي إِلَيْهَا.,"Lalu kamu datang kepadaku dan berkata, ‘Biarlah kita menyuruh beberapa orang menyelidiki negeri itu terlebih dahulu. Mereka dapat menyelidiki negeri itu lalu kembali dan memberitahukan jalan yang akan kita tempuh dan kota-kota yang akan kita datangi.’","Kemudian, kamu semua datang mendekatiku dan berkata, ‘Mari kita utus beberapa orang mendahului kita untuk menyelidiki negeri itu bagi kita dan membawa kabar kepada kita mengenai jalan yang harus kita tempuh serta kota-kota yang akan kita datangi.’",
Ulangan,1,23,Ulangan 1:23,فَحَسُنَ ٱلْكَلَامُ لَدَيَّ، فَأَخَذْتُ مِنْكُمُ ٱثْنَيْ عَشَرَ رَجُلًا. رَجُلًا وَاحِدًا مِنْ كُلِّ سِبْطٍ.,"Aku memandang hal itu baik. Lalu, aku memilih dua belas orang dari antaramu, seorang dari setiap suku.","Usul itu kupandang baik. Lalu, aku memilih dua belas orang dari antaramu, satu orang dari setiap suku.",
Ulangan,1,24,Ulangan 1:24,فَٱنْصَرَفُوا وَصَعِدُوا إِلَى ٱلْجَبَلِ وَأَتَوْا إِلَى وَادِي أَشْكُولَ وَتَجَسَّسُوهُ،,"Kemudian, mereka berangkat menuju daerah pegunungan dan mendatangi Lembah Eskol dan menyelidikinya.","Mereka pergi, naik ke pegunungan, lalu sampai di Lembah Eskol dan mulai menyelidiki negeri itu.",
Ulangan,1,25,Ulangan 1:25,وَأَخَذُوا فِي أَيْدِيهِمْ مِنْ أَثْمَارِ ٱلْأَرْضِ وَنَزَلُوا بِهِ إِلَيْنَا، وَرَدُّوا لَنَا خَبَرًا وَقَالُوا: جَيِّدَةٌ هِيَ ٱلْأَرْضُ ٱلَّتِي أَعْطَانَا ٱلرَّبُّ إِلَهُنَا.,"Mereka mengambil beberapa buah dari negeri itu dan membawanya kepada kita. Mereka memberikan laporan kepada kita dan berkata, ‘TUHAN, Allah memberikan negeri yang baik kepada kita.’","Mereka mengambil buah-buahan hasil negeri itu dan membawanya kepada kita. Mereka juga membawa kabar demikian, ‘Negeri yang dikaruniakan ALLAH, Tuhan kita, kepada kita itu baik.’",
Ulangan,1,26,Ulangan 1:26,«لَكِنَّكُمْ لَمْ تَشَاءُوا أَنْ تَصْعَدُوا، وَعَصَيْتُمْ قَوْلَ ٱلرَّبِّ إِلَهِكُمْ،,"Namun, kamu tidak mau memasuki negeri itu. Kamu tidak menaati perintah TUHAN, Allahmu.","Namun, kamu tidak mau pergi ke sana. Kamu mendurhaka terhadap firman ALLAH, Tuhanmu.",
Ulangan,1,27,Ulangan 1:27,وَتَمَرْمَرْتُمْ فِي خِيَامِكُمْ وَقُلْتُمُ: ٱلرَّبُّ بِسَبَبِ بُغْضَتِهِ لَنَا، قَدْ أَخْرَجَنَا مِنْ أَرْضِ مِصْرَ لِيَدْفَعَنَا إِلَى أَيْدِي ٱلْأَمُورِيِّينَ لِكَيْ يُهْلِكَنَا.,"Dalam tenda, kamu bersungut-sungut serta berkata, ‘TUHAN membenci kita! Dia membawa kita keluar dari tanah Mesir, untuk dibinasakan oleh orang Amori.’","Di dalam kemahmu kamu bersungut-sungut dan berkata, ‘Karena ALLAH membenci kita, maka Ia membawa kita keluar dari Mesir dan menyerahkan kita ke dalam tangan orang Amori supaya kita dibinasakan.",
Ulangan,1,28,Ulangan 1:28,إِلَى أَيْنَ نَحْنُ صَاعِدُونَ؟ قَدْ أَذَابَ إِخْوَتُنَا قُلُوبَنَا قَائِلِينَ: شَعْبٌ أَعْظَمُ وَأَطْوَلُ مِنَّا. مُدُنٌ عَظِيمَةٌ مُحَصَّنَةٌ إِلَى ٱلسَّمَاءِ، وَأَيْضًا قَدْ رَأَيْنَا بَنِي عَنَاقَ هُنَاكَ.,"Ke mana kita akan pergi sekarang? Orang yang kita utus telah membuat kita ketakutan dengan laporannya. Mereka berkata, ‘Orang-orang itu lebih besar dan lebih tinggi daripada kita, kota-kotanya besar dan memiliki benteng dengan tembok-tembok setinggi langit. Kami juga melihat orang Enak di sana.”’","Ke mana kita akan pergi? Saudara-saudara kita telah membuat hati kita tawar dengan berkata, “Orang-orang di sana lebih besar dan lebih tinggi daripada kita! Kota-kotanya besar dan kubu-kubunya mencapai langit! Kami pun melihat bani Enak di sana.”’",
Ulangan,1,29,Ulangan 1:29,فَقُلْتُ لَكُمْ: لَا تَرْهَبُوا وَلَا تَخَافُوا مِنْهُمُ.,"Aku berkata kepadamu,” Jangan gentar dan takut kepada mereka.","Lalu, aku berkata kepadamu, ‘Jangan gentar dan jangan takut kepada mereka.",
Ulangan,1,30,Ulangan 1:30,ٱلرَّبُّ إِلَهُكُمُ ٱلسَّائِرُ أَمَامَكُمْ هُوَ يُحَارِبُ عَنْكُمْ حَسَبَ كُلِّ مَا فَعَلَ مَعَكُمْ فِي مِصْرَ أَمَامَ أَعْيُنِكُمْ,"TUHAN, Allahmu, ada di depanmu, Dialah yang akan berperang untukmu sama seperti yang telah dilakukan-Nya di depan matamu, di Mesir.","ALLAH, Tuhanmu, yang memimpin kamu, Dialah yang akan berperang untukmu seperti yang telah dilakukan-Nya bagimu di Mesir, di depan matamu sendiri.",
Ulangan,1,31,Ulangan 1:31,وَفِي ٱلْبَرِّيَّةِ، حَيْثُ رَأَيْتَ كَيْفَ حَمَلَكَ ٱلرَّبُّ إِلَهُكَ كَمَا يَحْمِلُ ٱلْإِنْسَانُ ٱبْنَهُ فِي كُلِّ ٱلطَّرِيقِ ٱلَّتِي سَلَكْتُمُوهَا حَتَّى جِئْتُمْ إِلَى هَذَا ٱلْمَكَانِ.,Kamu telah melihat yang terjadi di padang belantara bagaimana TUHAN mendukungmu bagaikan seorang ayah mendukung anaknya. Dia membawamu dengan selamat sepanjang jalan hingga tiba di tempat ini.,"Begitu juga di padang belantara. Di sana engkau telah melihat bagaimana ALLAH, Tuhanmu, mendukungmu di sepanjang jalan yang kamu tempuh seperti seseorang mendukung anaknya sampai kamu tiba di tempat ini.",
Ulangan,1,32,Ulangan 1:32,وَلَكِنْ فِي هَذَا ٱلْأَمْرِ لَسْتُمْ وَاثِقِينَ بِٱلرَّبِّ إِلَهِكُمُ,"Namun, kamu masih juga tidak percaya kepada TUHAN, Allahmu.","Meskipun begitu, kamu tidak percaya kepada ALLAH, Tuhanmu,",
Ulangan,1,33,Ulangan 1:33,ٱلسَّائِرِ أَمَامَكُمْ فِي ٱلطَّرِيقِ، لِيَلْتَمِسَ لَكُمْ مَكَانًا لِنُزُولِكُمْ، فِي نَارٍ لَيْلًا لِيُرِيَكُمُ ٱلطَّرِيقَ ٱلَّتِي تَسِيرُونَ فِيهَا، وَفِي سَحَابٍ نَهَارًا.,"Dia selalu memimpinmu dan berada di depanmu untuk mencarikan tempat berkemah bagimu. Pada malam hari, Dia ada dalam api, pada siang hari, Dia ada dalam awan, untuk menunjukkan kepadamu jalan yang harus kamu tempuh.”",yang memimpin kamu di perjalanan dan mencarikan tempat bagimu untuk berkemah. Ia hadir dalam api di malam hari dan dalam awan di siang hari untuk menunjukkan kepadamu jalan yang harus kamu tempuh.’,
Ulangan,1,34,Ulangan 1:34,وَسَمِعَ ٱلرَّبُّ صَوْتَ كَلَامِكُمْ فَسَخِطَ وَأَقْسَمَ قَائِلًا:,"“TUHAN mendengar perkataanmu, dan Dia sangat marah. Dia bersumpah, kata-Nya,","Ketika ALLAH mendengar perkataanmu, Ia pun murka dan bersumpah demikian,",
Ulangan,1,35,Ulangan 1:35,لَنْ يَرَى إِنْسَانٌ مِنْ هَؤُلَاءِ ٱلنَّاسِ، مِنْ هَذَا ٱلْجِيلِ ٱلشِّرِّيرِ، ٱلْأَرْضَ ٱلْجَيِّدَةَ ٱلَّتِي أَقْسَمْتُ أَنْ أُعْطِيَهَا لِآبَائِكُمْ،,‘Tidak seorang pun dari generasi yang jahat ini akan melihat tanah yang baik yang sudah Kujanjikan kepada nenek moyangmu.,"‘Tak seorang pun dari angkatan yang jahat ini akan melihat negeri yang baik, yang Kujanjikan dengan bersumpah kepada nenek moyangmu.",
Ulangan,1,36,Ulangan 1:36,مَا عَدَا كَالِبَ بْنَ يَفُنَّةَ. هُوَ يَرَاهَا، وَلَهُ أُعْطِي ٱلْأَرْضَ ٱلَّتِي وَطِئَهَا، وَلِبَنِيهِ، لِأَنَّهُ قَدِ ٱتَّبَعَ ٱلرَّبَّ تَمَامًا.,"Hanyalah Kaleb anak Yefune yang akan melihat negeri itu. Aku akan memberikan kepada Kaleb dan keturunannya, negeri yang dia injak karena dia melakukan segala sesuatu yang TUHAN perintahkan.’",Hanya Kaleb bin Yefune sajalah yang akan melihatnya. Kepadanya dan kepada anak-anaknya akan Kukaruniakan negeri yang telah dipijaknya itu karena ia mengikuti ALLAH dengan sepenuh hati.’,
Ulangan,1,37,Ulangan 1:37,وَعَلَيَّ أَيْضًا غَضِبَ ٱلرَّبُّ بِسَبَبِكُمْ قَائِلًا: وَأَنْتَ أَيْضًا لَا تَدْخُلُ إِلَى هُنَاكَ.,"TUHAN juga marah kepadaku karena kamu. Kata-Nya, ‘Kamu juga tidak akan memasuki negeri itu.","ALLAH juga murka kepadaku karena kamu. Firman-Nya, ‘Engkau pun tidak akan masuk ke sana,",
Ulangan,1,38,Ulangan 1:38,يَشُوعُ بْنُ نُونَ ٱلْوَاقِفُ أَمَامَكَ هُوَ يَدْخُلُ إِلَى هُنَاكَ. شَدِّدْهُ لِأَنَّهُ هُوَ يَقْسِمُهَا لِإِسْرَائِيلَ.,"Namun, abdimu, Yosua anak Nun, akan memasuki negeri itu. Kuatkanlah hatinya karena dia yang akan memimpin Israel mengambil negeri itu menjadi milik mereka.","melainkan Yusak bin Nun, pelayanmu, yang akan masuk ke sana. Kuatkanlah hatinya karena dialah yang akan memimpin orang Israil mewarisi negeri itu.",
Ulangan,1,39,Ulangan 1:39,وَأَمَّا أَطْفَالُكُمُ ٱلَّذِينَ قُلْتُمْ يَكُونُونَ غَنِيمَةً، وَبَنُوكُمُ ٱلَّذِينَ لَمْ يَعْرِفُوا ٱلْيَوْمَ ٱلْخَيْرَ وَٱلشَّرَّ فَهُمْ يَدْخُلُونَ إِلَى هُنَاكَ، وَلَهُمْ أُعْطِيهَا وَهُمْ يَمْلِكُونَهَا.,"Kamu menganggap bahwa anak-anakmu yang kecil akan dirampas oleh musuhmu. Anak-anak itu, yang belum mengerti tentang yang baik dan buruk, merekalah yang akan memasuki negeri itu. Aku akan memberikan negeri itu kepada mereka dan mereka yang akan memilikinya.","Sedangkan anak-anakmu yang kamu katakan akan menjadi tawanan, yaitu anak-anakmu yang sekarang ini belum tahu tentang yang baik dan yang jahat, merekalah yang akan masuk ke sana. Kepada merekalah akan Kukaruniakan negeri itu dan mereka akan memilikinya.",
Ulangan,1,40,Ulangan 1:40,وَأَمَّا أَنْتُمْ فَتَحَوَّلُوا وَٱرْتَحِلُوا إِلَى ٱلْبَرِّيَّةِ عَلَى طَرِيقِ بَحْرِ سُوفَ.,"Namun, kamu semua harus kembali ke padang belantara menuju ke Laut Teberau.’","Tetapi, kamu ini, berbaliklah dan berangkatlah ke padang belantara, ke arah Laut Merah.’",
Ulangan,1,41,Ulangan 1:41,«فَأَجَبْتُمْ وَقُلْتُمْ لِي: قَدْ أَخْطَأْنَا إِلَى ٱلرَّبِّ. نَحْنُ نَصْعَدُ وَنُحَارِبُ حَسَبَ كُلِّ مَا أَمَرَنَا ٱلرَّبُّ إِلَهُنَا. وَتَنَطَّقْتُمْ كُلُّ وَاحِدٍ بِعُدَّةِ حَرْبِهِ، وَٱسْتَخْفَفْتُمُ ٱلصُّعُوْدَ إِلَى ٱلْجَبَلِ.,"Kemudian, kamu berkata, ‘Musa, kami telah berdosa kepada TUHAN. Kami akan pergi dan berperang sesuai dengan yang TUHAN perintahkan kepada kami.’ Dan, setiap orang darimu menyandang senjata perangnya masing-masing, sebab kamu berpikir naik ke daerah pegunungan akan mudah.","Kemudian, jawabmu kepadaku, ‘Kami telah berdosa terhadap ALLAH. Kami hendak maju berperang sesuai dengan semua yang diperintahkan ALLAH, Tuhan kami, kepada kami.’ Lalu, kamu menyandang senjata perangmu masing-masing karena kamu pikir mudah naik ke pegunungan itu.",
Ulangan,1,42,Ulangan 1:42,فَقَالَ ٱلرَّبُّ لِي: قُلْ لَهُمْ: لَا تَصْعَدُوا وَلَا تُحَارِبُوا، لِأَنِّي لَسْتُ فِي وَسَطِكُمْ لِئَلَّا تَنْكَسِرُوا أَمَامَ أَعْدَائِكُمْ.,"Namun, TUHAN berfirman kepadaku, “Katakan kepada mereka, ‘Jangan pergi dan jangan berperang, karena Aku tidak hadir di antara kamu. Kamu akan dikalahkan oleh musuh-musuhmu.’”","Tetapi, ALLAH berfirman kepadaku, ‘Katakanlah kepada mereka, “Jangan maju dan jangan berperang karena Aku tidak hadir di antara kamu, nanti kamu terpukul kalah di depan musuh-musuhmu.”’",
