Book,Chapter,Verse,Ref,Arabic,Indonesian,KitabSuci,Notes
Imamat,1,11,Imamat 1:11,وَيَذْبَحُهُ عَلَى جَانِبِ ٱلْمَذْبَحِ إِلَى ٱلشِّمَالِ أَمَامَ ٱلرَّبِّ، وَيَرُشُّ بَنُو هَارُونَ ٱلْكَهَنَةُ دَمَهُ عَلَى ٱلْمَذْبَحِ مُسْتَدِيرًا.,"Dia harus menyembelihnya di sisi mazbah sebelah utara, di hadapan TUHAN, lalu anak-anak Harun, yaitu para imam, harus memercikkan darah itu di sekeliling mazbah.","Ia harus menyembelihnya di hadirat ALLAH, di sisi utara mazbah, dan anak-anak Harun, yaitu para imam, harus memercikkan darah hewan itu ke sekeliling mazbah.",
Imamat,1,12,Imamat 1:12,وَيُقَطِّعُهُ إِلَى قِطَعِهِ، مَعَ رَأْسِهِ وَشَحْمِهِ. وَيُرَتِّبُهُنَّ ٱلْكَاهِنُ فَوْقَ ٱلْحَطَبِ ٱلَّذِي عَلَى ٱلنَّارِ ٱلَّتِي عَلَى ٱلْمَذْبَحِ.,"Dia harus memotong binatang itu menjadi beberapa bagian, kepala dan lemaknya, lalu imam itu harus menyusunnya di atas kayu yang terbakar di atas mazbah.","Kemudian, ia harus memotongnya menjadi beberapa potongan. Bersama kepala serta lemaknya, semua potongan itu harus diatur oleh imam di atas kayu yang terbakar api pada mazbah.",
Imamat,1,13,Imamat 1:13,وَأَمَّا ٱلْأَحْشَاءُ وَٱلْأَكَارِعُ فَيَغْسِلُهَا بِمَاءٍ، وَيُقَرِّبُ ٱلْكَاهِنُ ٱلْجَمِيعَ، وَيُوقِدُ عَلَى ٱلْمَذْبَحِ. إِنَّهُ مُحْرَقَةٌ، وَقُودُ رَائِحَةِ سَرُورٍ لِلرَّبِّ.,"Namun, dia harus mencuci isi perut dan kaki kurban itu dengan air. Kemudian, imam-imam itu harus membawa seluruhnya dan membakarnya di atas mazbah. Itulah persembahan bakaran, persembahan dengan api, bau harum yang menyenangkan bagi TUHAN.’","Isi perut dan kakinya harus dibasuhnya dengan air, lalu imam harus mempersembahkan semua itu dan membakarnya di atas mazbah. Itulah kurban bakaran, yaitu kurban yang dibakar, yang harum aromanya di hadirat ALLAH.",
Imamat,1,14,Imamat 1:14,«وَإِنْ كَانَ قُرْبَانُهُ لِلرَّبِّ مِنَ ٱلطَّيْرِ مُحْرَقَةً، يُقَرِّبُ قُرْبَانَهُ مِنَ ٱلْيَمَامِ أَوْ مِنْ أَفْرَاخِ ٱلْحَمَامِ.,"‘Jika persembahannya kepada TUHAN adalah persembahan bakaran berupa burung, dia harus membawa persembahannya itu dari burung tekukur atau burung merpati muda.","Jika kurban yang dipersembahkannya kepada ALLAH berupa kurban bakaran dari burung, maka burung itu haruslah burung tekukur atau anak burung merpati.",
Imamat,1,15,Imamat 1:15,يُقَدِّمُهُ ٱلْكَاهِنُ إِلَى ٱلْمَذْبَحِ، وَيَحُزُّ رَأْسَهُ، وَيُوقِدُ عَلَى ٱلْمَذْبَحِ، وَيُعْصَرُ دَمُهُ عَلَى حَائِطِ ٱلْمَذْبَحِ.,"Imam harus membawa kurban itu ke mazbah dan memuntir kepala burung itu, lalu membakarnya di atas mazbah, dan darahnya harus dikucurkan di sisi mazbah.","Imam harus membawa burung itu ke mazbah, lalu memulas kepalanya dan membakarnya di atas mazbah itu. Darahnya harus diperas keluar di sisi mazbah.",
Imamat,1,16,Imamat 1:16,وَيَنْزِعُ حَوْصَلَتَهُ بِفَرْثِهَا وَيَطْرَحُهَا إِلَى جَانِبِ ٱلْمَذْبَحِ شَرْقًا إِلَى مَكَانِ ٱلرَّمَادِ.,Dia harus mengambil tembolok dan bulunya serta membuangnya ke tempat abu di sebelah timur mazbah.,"Tembolok serta bulunya harus disingkirkan dan dibuang ke sisi timur mazbah, ke tempat abu.",
Imamat,1,17,Imamat 1:17,وَيَشُقُّهُ بَيْنَ جَنَاحَيْهِ. لَا يَفْصِلُهُ. وَيُوقِدُهُ ٱلْكَاهِنُ عَلَى ٱلْمَذْبَحِ فَوْقَ ٱلْحَطَبِ ٱلَّذِي عَلَى ٱلنَّارِ. إِنَّهُ مُحْرَقَةٌ، وَقُودُ رَائِحَةِ سَرُورٍ لِلرَّبِّ.,"Selanjutnya, imam harus mencabiknya pada pangkal sayapnya, tetapi tidak boleh sampai terpisah. Imam harus membakarnya di atas mazbah, di atas kayu yang terbakar. Itulah persembahan bakaran, persembahan dengan api, bau harum yang menyenangkan bagi TUHAN.’”","Ia harus mencabik burung itu pada pangkal sayapnya, tetapi tidak boleh sampai terpisah. Kemudian, imam harus membakarnya pada mazbah, di atas kayu yang terbakar api. Itulah kurban bakaran, yaitu kurban yang dibakar, yang harum aromanya di hadirat ALLAH.",
Imamat,2,1,Imamat 2:1,«وَإِذَا قَرَّبَ أَحَدٌ قُرْبَانَ تَقْدِمَةٍ لِلرَّبِّ، يَكُونُ قُرْبَانُهُ مِنْ دَقِيقٍ. وَيَسْكُبُ عَلَيْهَا زَيْتًا، وَيَجْعَلُ عَلَيْهَا لُبَانًا.,"“Apabila seseorang mempersembahkan persembahan sajian kepada TUHAN, persembahannya harus dari tepung halus, dan dia harus menuangkan minyak ke atas tepung itu, lalu membubuhkan kemenyan di atasnya.","Jika seseorang membawa kepada ALLAH persembahan bahan makanan, maka persembahan itu haruslah dari tepung yang terbaik. Ia harus menuangkan minyak pada tepung itu, menaruh kemenyan di atasnya,",
Imamat,2,2,Imamat 2:2,وَيَأْتِي بِهَا إِلَى بَنِي هَارُونَ ٱلْكَهَنَةِ، وَيَقْبِضُ مِنْهَا مِلْءَ قَبْضَتِهِ مِنْ دَقِيقِهَا وَزَيْتِهَا مَعَ كُلِّ لُبَانِهَا، وَيُوقِدُ ٱلْكَاهِنُ تَذْكَارَهَا عَلَى ٱلْمَذْبَحِ، وَقُودَ رَائِحَةِ سَرُورٍ لِلرَّبِّ.,"Kemudian, dia harus membawanya kepada anak-anak Harun, para imam, yang harus mengambil segenggam dari tepung halus itu dan minyak beserta semua kemenyannya. Imam harus membakarnya di atas mazbah sebagai bagian peringatan, suatu persembahan dengan api, bau harum yang menyenangkan bagi TUHAN.","lalu membawanya kepada anak-anak Harun, para imam. Kemudian, imam harus mengambil segenggam penuh tepung itu beserta minyak dan seluruh kemenyannya sebagai bagian pengingat, lalu membakarnya di atas mazbah, yaitu tempat pembakaran kurban, sebagai persembahan yang dibakar, yang harum aromanya di hadirat ALLAH.",
Imamat,2,3,Imamat 2:3,وَٱلْبَاقِي مِنَ ٱلتَّقْدِمَةِ هُوَ لِهَارُونَ وَبَنِيهِ، قُدْسُ أَقْدَاسٍ مِنْ وَقَائِدِ ٱلرَّبِّ.,"Sisa persembahan sajian itu menjadi milik Harun dan anak-anaknya, satu bagian yang paling kudus dari persembahan bakaran kepada TUHAN.”",Apa yang tersisa dari persembahan bahan makanan itu menjadi bagian Harun dan anak-anaknya. Itulah bagian yang teramat suci dari persembahan yang dibakar bagi ALLAH.,
Imamat,2,4,Imamat 2:4,«وَإِذَا قَرَّبْتَ قُرْبَانَ تَقْدِمَةٍ مَخْبُوزَةٍ فِي تَنُّورٍ، تَكُونُ أَقْرَاصًا مِنْ دَقِيقٍ، فَطِيرًا مَلْتُوتَةً بِزَيْتٍ، وَرِقَاقًا فَطِيرًا مَدْهُونَةً بِزَيْتٍ.,"“Apabila kamu membawa persembahan sajian yang dipanggang, itu harus berupa roti bundar tidak beragi, terbuat dari tepung halus yang dicampur dengan minyak, atau roti tipis yang diolesi minyak.","Jika engkau hendak mempersembahkan sesuatu berupa persembahan bahan makanan yang dibakar dalam tempat pembakaran roti, maka haruslah persembahan itu dari tepung terbaik, yaitu kue tak beragi yang dicampur dengan minyak, atau kue tipis tak beragi yang diolesi dengan minyak.",
Imamat,2,5,Imamat 2:5,وَإِنْ كَانَ قُرْبَانُكَ تَقْدِمَةً عَلَى ٱلصَّاجِ، تَكُونُ مِنْ دَقِيقٍ مَلْتُوتَةً بِزَيْتٍ، فَطِيرًا.,"Jika kamu mempersembahkan persembahan sajian yang telah dipanggang di atas pemanggang, itu harus terbuat dari tepung halus, tidak beragi, dan dicampur dengan minyak.","Jika persembahanmu berupa persembahan bahan makanan yang dipanggang di atas panggangan, maka haruslah persembahan itu dari tepung terbaik, dicampur dengan minyak, dan tak beragi.",
Imamat,2,6,Imamat 2:6,تَفُتُّهَا فُتَاتًا وَتَسْكُبُ عَلَيْهَا زَيْتًا. إِنَّهَا تَقْدِمَةٌ.,Kamu harus memecah-mecahkannya menjadi beberapa bagian dan menuangkan minyak ke atasnya. Itulah persembahan sajian.,Engkau harus memotongnya menjadi beberapa potongan dan menuangkan minyak ke atasnya. Itulah persembahan bahan makanan.,
Imamat,2,7,Imamat 2:7,«وَإِنْ كَانَ قُرْبَانُكَ تَقْدِمَةً مِنْ طَاجِنٍ، فَمِنْ دَقِيقٍ بِزَيْتٍ تَعْمَلُهُ.,"Apabila persembahanmu adalah persembahan sajian yang dimasak di dalam wajan, itu harus terbuat dari tepung halus dengan minyak.","Jika persembahanmu berupa persembahan bahan makanan yang dimasak dalam panci, maka haruslah persembahan itu diolah dari tepung terbaik dengan minyak.",
Imamat,2,8,Imamat 2:8,فَتَأْتِي بِٱلتَّقْدِمَةِ ٱلَّتِي تُصْطَنَعُ مِنْ هَذِهِ إِلَى ٱلرَّبِّ وَتُقَدِّمُهَا إِلَى ٱلْكَاهِنِ، فَيَدْنُو بِهَا إِلَى ٱلْمَذْبَحِ.,"Kamu harus membawa persembahan sajian yang terbuat dari semua itu kepada TUHAN, lalu itu harus dibawa kepada imam dan dia harus membawanya ke mazbah.",Bawalah persembahan bahan makanan yang diolah dengan cara demikian kepada ALLAH. Sampaikanlah kepada imam maka ia akan membawanya ke mazbah.,
Imamat,2,9,Imamat 2:9,وَيَأْخُذُ ٱلْكَاهِنُ مِنَ ٱلتَّقْدِمَةِ تَذْكَارَهَا وَيُوقِدُ عَلَى ٱلْمَذْبَحِ وَقُودَ رَائِحَةِ سَرُورٍ لِلرَّبِّ.,"Imam itu harus mengambil dari persembahan sajian itu sebagai bagian peringatan, dan harus membakarnya di atas mazbah. Itulah suatu persembahan dengan api, bau harum yang menyenangkan bagi TUHAN.","Dari persembahan bahan makanan itu imam harus mengambil bagian pengingatnya, lalu membakarnya di atas mazbah sebagai persembahan yang dibakar, yang harum aromanya di hadirat ALLAH.",
Imamat,2,10,Imamat 2:10,وَٱلْبَاقِي مِنَ ٱلتَّقْدِمَةِ هُوَ لِهَارُونَ وَبَنِيهِ، قُدْسُ أَقْدَاسٍ مِنْ وَقَائِدِ ٱلرَّبِّ.,"Sisa persembahan sajian itu menjadi milik Harun dan anak-anaknya, suatu bagian yang paling kudus dari persembahan bakaran kepada TUHAN.",Apa yang tersisa dari persembahan bahan makanan itu menjadi bagian Harun dan anak-anaknya. Itulah bagian yang teramat suci dari persembahan yang dibakar bagi ALLAH.,
Imamat,2,11,Imamat 2:11,«كُلُّ ٱلتَّقْدِمَاتِ ٱلَّتِي تُقَرِّبُونَهَا لِلرَّبِّ لَا تُصْطَنَعُ خَمِيرًا، لِأَنَّ كُلَّ خَمِيرٍ، وَكُلَّ عَسَلٍ لَا تُوقِدُوا مِنْهُمَا وَقُودًا لِلرَّبِّ.,"Tidak boleh ada persembahan sajian yang kamu bawa kepada TUHAN yang diolah dengan ragi, karena kamu tidak boleh membakar apa pun yang mengandung ragi atau mengandung madu sebagai persembahan bakaran kepada TUHAN,",Setiap persembahan bahan makanan yang kamu persembahkan kepada ALLAH tidak boleh diolah dengan ragi karena persembahan yang dibakar bagi ALLAH itu tidak boleh mengandung ragi atau pun madu.,
Imamat,2,12,Imamat 2:12,قُرْبَانَ أَوَائِلَ تُقَرِّبُونَهُمَا لِلرَّبِّ. لَكِنْ عَلَى ٱلْمَذْبَحِ لَا يَصْعَدَانِ لِرَائِحَةِ سَرُورٍ.,"bawalah sebagai persembahan hasil pertama kepada TUHAN, tetapi itu tidak dapat dipersembahkan di mazbah sebagai bau harum yang menyenangkan.","Ragi atau pun madu boleh kamu persembahkan sebagai persembahan dari hasil pertama kepada ALLAH, tetapi jangan kamu persembahkan di atas mazbah sebagai persembahan yang harum aromanya.",
Imamat,2,13,Imamat 2:13,وَكُلُّ قُرْبَانٍ مِنْ تَقْدِمَاتِكَ بِٱلْمِلْحِ تُمَلِّحُهُ، وَلَا تُخْلِ تَقْدِمَتَكَ مِنْ مِلْحِ عَهْدِ إِلَهِكَ. عَلَى جَمِيعِ قَرَابِينِكَ تُقَرِّبُ مِلْحًا.,Kamu harus membubuhkan semua persembahan sajianmu dengan garam. Jangan meniadakan garam perjanjian dengan Allahmu dari persembahan sajianmu. Kamu harus membubuhkan garam pada semua persembahanmu.”,Setiap persembahan bahan makananmu haruslah kamu bubuhi garam. Jangan lalaikan garam dari persembahan bahan makananmu. Garam melambangkan perjanjian yang dibuat Tuhan denganmu. Bersama-sama dengan segala persembahanmu kamu harus mempersembahkan garam.,
Imamat,2,14,Imamat 2:14,«وَإِنْ قَرَّبْتَ تَقْدِمَةَ بَاكُورَاتٍ لِلرَّبِّ، فَفَرِيكًا مَشْوِيًّا بِٱلنَّارِ. جَرِيشًا سَوِيقًا تُقَرِّبُ تَقْدِمَةَ بَاكُورَاتِكَ.,"“Jika kamu mempersembahkan persembahan sajian dari panen pertamamu kepada TUHAN, kamu harus membawa bulir gandum baru yang dipanggang di atas api, biji gandum yang ditumbuk, itulah persembahan sajian pertama dari hasil ladangmu.","Jika engkau mempersembahkan bahan makanan dari hasil pertama kepada ALLAH, bawalah bulir gandum baru yang ditumbuk dan yang dipanggang di atas api sebagai persembahan bahan makanan dari hasil pertamamu.",
Imamat,2,15,Imamat 2:15,وَتَجْعَلُ عَلَيْهَا زَيْتًا وَتَضَعُ عَلَيْهَا لُبَانًا. إِنَّهَا تَقْدِمَةٌ.,Kamu harus mengoleskan minyak di atasnya dan menaruh kemenyan di atasnya. Itulah suatu persembahan sajian.,Tuangkanlah minyak dan taruhlah kemenyan di atasnya. Itulah persembahan bahan makanan.,
Imamat,2,16,Imamat 2:16,فَيُوقِدُ ٱلْكَاهِنُ تَذْكَارَهَا مِنْ جَرِيشِهَا وَزَيْتِهَا مَعَ جَمِيعِ لُبَانِهَا وَقُودًا لِلرَّبِّ.,"Imam harus membakar bagian peringatan dari gandum yang ditumbuk itu dengan minyak beserta semua kemenyan, sebagai suatu persembahan dengan api bagi TUHAN.”","Imam harus membakar bagian pengingat, yaitu sebagian dari gandum yang ditumbuk dan sebagian dari minyak beserta seluruh kemenyannya, sebagai persembahan yang dibakar bagi ALLAH.",
Imamat,3,1,Imamat 3:1,«وَإِنْ كَانَ قُرْبَانُهُ ذَبِيحَةَ سَلَامَةٍ، فَإِنْ قَرَّبَ مِنَ ٱلْبَقَرِ ذَكَرًا أَوْ أُنْثَى، فَصَحِيحًا يُقَرِّبُهُ أَمَامَ ٱلرَّبِّ.,"“Jika persembahannya adalah persembahan pendamaian dan dia akan mempersembahkan dari kawanan sapinya, entah itu jantan atau betina, dia harus mempersembahkan yang tidak bercacat kepada TUHAN.","Jika persembahan seseorang berupa kurban perdamaian dari sapi, baik jantan atau pun betina, maka haruslah ia mempersembahkan hewan yang tak bercacat di hadirat ALLAH.",
Imamat,3,2,Imamat 3:2,يَضَعُ يَدَهُ عَلَى رَأْسِ قُرْبَانِهِ وَيَذْبَحُهُ لَدَى بَابِ خَيْمَةِ ٱلِٱجْتِمَاعِ، وَيَرُشُّ بَنُو هَارُونَ ٱلْكَهَنَةُ ٱلدَّمَ عَلَى ٱلْمَذْبَحِ مُسْتَدِيرًا.,"Dia harus meletakkan tangannya di atas kepala persembahan itu dan menyembelihnya di pintu tenda pertemuan. Kemudian, anak-anak Harun, yaitu para imam, harus memercikkan darah hewan itu di sekeliling mazbah.","Ia harus meletakkan tangannya di atas kepala kurban itu, lalu menyembelihnya di depan pintu Kemah Hadirat Allah. Kemudian, anak-anak Harun, para imam itu, harus memercikkan darahnya ke sekeliling mazbah, yaitu tempat pembakaran kurban.",
Imamat,3,3,Imamat 3:3,وَيُقَرِّبُ مِنْ ذَبِيحَةِ ٱلسَّلَامَةِ وَقُودًا لِلرَّبِّ: ٱلشَّحْمَ ٱلَّذِي يُغَشِّي ٱلْأَحْشَاءَ، وَسَائِرَ ٱلشَّحْمِ ٱلَّذِي عَلَى ٱلْأَحْشَاءِ،,"Dari persembahan pendamaian itu, dia harus mempersembahkan persembahan dengan api kepada TUHAN, yaitu lemak yang menutupi isi perut dan segala lemak yang ada dalam isi perut hewan itu,","Dari kurban perdamaian itu ia harus mempersembahkan suatu kurban yang dibakar bagi ALLAH, yaitu lemak yang menutupi isi perut dan semua lemak yang melekat pada isi perut itu,",
Imamat,3,4,Imamat 3:4,وَٱلْكُلْيَتَيْنِ، وَٱلشَّحْمَ ٱلَّذِي عَلَيْهِمَا ٱلَّذِي عَلَى ٱلْخَاصِرَتَيْنِ، وَزِيَادَةَ ٱلْكَبِدِ مَعَ ٱلْكُلْيَتَيْنِ يَنْزِعُهَا.,"dan kedua ginjal dengan lemaknya, yaitu di pinggangnya, dan umbai hati yang diambil bersama dengan ginjalnya itu.","kedua buah pinggang dengan lemak yang melekat padanya, di pinggang bagian dalam, serta umbai hati yang harus dipisahkannya dengan buah pinggang itu.",
Imamat,3,5,Imamat 3:5,وَيُوقِدُهَا بَنُو هَارُونَ عَلَى ٱلْمَذْبَحِ عَلَى ٱلْمُحْرَقَةِ ٱلَّتِي فَوْقَ ٱلْحَطَبِ ٱلَّذِي عَلَى ٱلنَّارِ، وَقُودَ رَائِحَةِ سَرُورٍ لِلرَّبِّ.,"Kemudian, anak-anak Harun harus membakarnya di mazbah, di atas persembahan bakaran, di atas kayu yang terbakar. Itulah suatu persembahan dengan api, bau harum yang menyenangkan bagi TUHAN.","Anak-anak Harun harus membakar semua itu pada mazbah, di atas kurban bakaran pada kayu yang tengah terbakar api, sebagai persembahan yang dibakar, yang harum aromanya di hadirat ALLAH.",
Imamat,3,6,Imamat 3:6,«وَإِنْ كَانَ قُرْبَانُهُ مِنَ ٱلْغَنَمِ ذَبِيحَةَ سَلَامَةٍ لِلرَّبِّ ذَكَرًا أَوْ أُنْثَى، فَصَحِيحًا يُقَرِّبُهُ.,"Jika persembahan untuk kurban pendamaian kepada TUHAN diambil dari kawanan domba, entah itu jantan atau betina, dia harus mempersembahkan yang tidak bercacat.","Jika persembahan yang dipersembahkannya kepada ALLAH berupa kurban perdamaian dari kawanan kambing domba, baik jantan atau pun betina, maka haruslah ia mempersembahkan hewan yang tak bercacat.",
Imamat,3,7,Imamat 3:7,إِنْ قَرَّبَ قُرْبَانَهُ مِنَ ٱلضَّأْنِ يُقَدِّمُهُ أَمَامَ ٱلرَّبِّ.,"Jika dia mempersembahkan anak domba sebagai persembahannya, dia harus mempersembahkannya di hadapan TUHAN,","Jika ia mempersembahkan seekor domba sebagai kurban, maka ia harus membawanya ke hadirat ALLAH,",
Imamat,3,8,Imamat 3:8,يَضَعُ يَدَهُ عَلَى رَأْسِ قُرْبَانِهِ وَيَذْبَحُهُ قُدَّامَ خَيْمَةِ ٱلِٱجْتِمَاعِ. وَيَرُشُّ بَنُو هَارُونَ دَمَهُ عَلَى ٱلْمَذْبَحِ مُسْتَدِيرًا.,"dan dia harus meletakkan tangannya di atas kepala persembahannya itu, lalu menyembelihnya di depan tenda pertemuan. Kemudian, anak-anak Harun harus memercikkan darahnya ke sekeliling mazbah.","meletakkan tangannya di atas kepala kurbannya itu, lalu menyembelihnya di depan Kemah Hadirat Allah. Kemudian, anak-anak Harun harus memercikkan darah kurban itu ke sekeliling mazbah.",
Imamat,3,9,Imamat 3:9,وَيُقَرِّبُ مِنْ ذَبِيحَةِ ٱلسَّلَامَةِ شَحْمَهَا وَقُودًا لِلرَّبِّ: ٱلْأَلْيَةَ صَحِيحَةً مِنْ عِنْدِ ٱلْعُصْعُصِ يَنْزِعُهَا، وَٱلشَّحْمَ ٱلَّذِي يُغَشِّي ٱلْأَحْشَاءَ، وَسَائِرَ ٱلشَّحْمِ ٱلَّذِي عَلَى ٱلْأَحْشَاءِ،,"Dari kurban pendamaian itu, dia harus mempersembahkan lemaknya sebagai persembahan bakaran bagi TUHAN, yaitu lemak pada ekornya yang harus dipotongnya dari tulang belakang, lemak yang menutupi isi perut, dan semua lemak yang terdapat pada isi perut,","Dari kurban perdamaian itu ia harus mempersembahkan lemaknya sebagai suatu kurban yang dibakar bagi ALLAH, yaitu seluruh ekornya yang berlemak, yang harus dipotong dekat tulang belakang, lemak yang menutupi isi perut serta semua lemak yang melekat pada isi perut itu,",
Imamat,3,10,Imamat 3:10,وَٱلْكُلْيَتَيْنِ، وَٱلشَّحْمَ ٱلَّذِي عَلَيْهِمَا ٱلَّذِي عَلَى ٱلْخَاصِرَتَيْنِ، وَزِيَادَةَ ٱلْكَبِدِ مَعَ ٱلْكُلْيَتَيْنِ يَنْزِعُهَا.,"dan kedua ginjal dan lemak yang menutupinya, yang terletak di pinggang bagian bawah, dan umbai hati yang harus diambilnya bersama-sama dengan ginjal.","kedua buah pinggang dengan lemak yang melekat padanya di pinggang bagian dalam, serta umbai hati yang harus dipisahkannya dengan buah pinggang itu.",
Imamat,3,11,Imamat 3:11,وَيُوقِدُهَا ٱلْكَاهِنُ عَلَى ٱلْمَذْبَحِ طَعَامَ وَقُودٍ لِلرَّبِّ.,"Selanjutnya, imam harus membakarnya di atas mazbah sebagai makanan, suatu persembahan dengan api bagi TUHAN.",Semua itu harus dibakar oleh imam di atas mazbah sebagai santapan yang dibakar bagi ALLAH.,
